code_dpt,dpt,code_circ,circ,code_commune,commune,code_b_vote,cp,id_b_vote,inscrits,abstentions,p_abs/ins,votants,p_vot/ins,blancs,p_blancs/ins,p_blancs/vot,nuls,p_nuls/ins,p_nuls/vot,exprimés,p_exp/ins,p_exp/vot,n_panneau,sexe,nom,prenom,nuance,voix,p_voix/ins,p_voix/exp
84,Vaucluse,5,5ème circonscription,31,Carpentras,6,84031,Carpentras-6,670,323,48.21,347,51.79,8,1.19,2.31,1,0.15,0.29,338,50.45,97.41,6.0,M,PIERINI,Lucien,EXG,3.0,0.45,0.89
84,Vaucluse,5,5ème circonscription,31,Carpentras,7,84031,Carpentras-7,950,638,67.16,312,32.84,7,0.74,2.24,4,0.42,1.28,301,31.68,96.47,6.0,M,PIERINI,Lucien,EXG,4.0,0.42,1.33
84,Vaucluse,5,5ème circonscription,31,Carpentras,8,84031,Carpentras-8,1139,603,52.94,536,47.06,4,0.35,0.75,3,0.26,0.56,529,46.44,98.69,6.0,M,PIERINI,Lucien,EXG,2.0,0.18,0.38
84,Vaucluse,5,5ème circonscription,31,Carpentras,9,84031,Carpentras-9,1027,556,54.14,471,45.86,9,0.88,1.91,5,0.49,1.06,457,44.5,97.03,6.0,M,PIERINI,Lucien,EXG,6.0,0.58,1.31
84,Vaucluse,5,5ème circonscription,31,Carpentras,10,84031,Carpentras-10,853,512,60.02,341,39.98,11,1.29,3.23,7,0.82,2.05,323,37.87,94.72,6.0,M,PIERINI,Lucien,EXG,2.0,0.23,0.62
84,Vaucluse,5,5ème circonscription,31,Carpentras,11,84031,Carpentras-11,1002,616,61.48,386,38.52,6,0.6,1.55,2,0.2,0.52,378,37.72,97.93,6.0,M,PIERINI,Lucien,EXG,6.0,0.6,1.59
84,Vaucluse,5,5ème circonscription,32,Caseneuve,1,84032,Caseneuve-1,383,153,39.95,230,60.05,2,0.52,0.87,3,0.78,1.3,225,58.75,97.83,6.0,M,PIERINI,Lucien,EXG,2.0,0.52,0.89
84,Vaucluse,5,5ème circonscription,33,Castellet,1,84033,Castellet-1,105,30,28.57,75,71.43,0,0.0,0.0,1,0.95,1.33,74,70.48,98.67,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,41,Crillon-le-Brave,1,84041,Crillon-le-Brave-1,434,192,44.24,242,55.76,3,0.69,1.24,2,0.46,0.83,237,54.61,97.93,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,46,Flassan,1,84046,Flassan-1,363,128,35.26,235,64.74,3,0.83,1.28,3,0.83,1.28,229,63.09,97.45,6.0,M,PIERINI,Lucien,EXG,3.0,0.83,1.31
84,Vaucluse,5,5ème circonscription,47,Gargas,1,84047,Gargas-1,1277,637,49.88,640,50.12,15,1.17,2.34,1,0.08,0.16,624,48.86,97.5,6.0,M,PIERINI,Lucien,EXG,6.0,0.47,0.96
84,Vaucluse,5,5ème circonscription,47,Gargas,2,84047,Gargas-2,1140,549,48.16,591,51.84,9,0.79,1.52,3,0.26,0.51,579,50.79,97.97,6.0,M,PIERINI,Lucien,EXG,5.0,0.44,0.86
84,Vaucluse,5,5ème circonscription,48,Gignac,1,84048,Gignac-1,73,27,36.99,46,63.01,0,0.0,0.0,0,0.0,0.0,46,63.01,100.0,6.0,M,PIERINI,Lucien,EXG,1.0,1.37,2.17
84,Vaucluse,5,5ème circonscription,50,Gordes,1,84050,Gordes-1,488,185,37.91,303,62.09,8,1.64,2.64,0,0.0,0.0,295,60.45,97.36,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,50,Gordes,2,84050,Gordes-2,661,246,37.22,415,62.78,7,1.06,1.69,2,0.3,0.48,406,61.42,97.83,6.0,M,PIERINI,Lucien,EXG,3.0,0.45,0.74
84,Vaucluse,5,5ème circonscription,50,Gordes,3,84050,Gordes-3,540,242,44.81,298,55.19,8,1.48,2.68,2,0.37,0.67,288,53.33,96.64,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,51,Goult,1,84051,Goult-1,933,371,39.76,562,60.24,16,1.71,2.85,3,0.32,0.53,543,58.2,96.62,6.0,M,PIERINI,Lucien,EXG,8.0,0.86,1.47
84,Vaucluse,5,5ème circonscription,52,Grambois,1,84052,Grambois-1,984,449,45.63,535,54.37,8,0.81,1.5,3,0.3,0.56,524,53.25,97.94,6.0,M,PIERINI,Lucien,EXG,2.0,0.2,0.38
84,Vaucluse,5,5ème circonscription,57,Joucas,1,84057,Joucas-1,290,115,39.66,175,60.34,1,0.34,0.57,2,0.69,1.14,172,59.31,98.29,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,60,Lagarde-d'Apt,1,84060,Lagarde-d'Apt-1,36,13,36.11,23,63.89,0,0.0,0.0,0,0.0,0.0,23,63.89,100.0,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,66,Lioux,1,84066,Lioux-1,236,111,47.03,125,52.97,1,0.42,0.8,0,0.0,0.0,124,52.54,99.2,6.0,M,PIERINI,Lucien,EXG,1.0,0.42,0.81
84,Vaucluse,5,5ème circonscription,67,Loriol-du-Comtat,1,84067,Loriol-du-Comtat-1,979,517,52.81,462,47.19,5,0.51,1.08,4,0.41,0.87,453,46.27,98.05,6.0,M,PIERINI,Lucien,EXG,3.0,0.31,0.66
84,Vaucluse,5,5ème circonscription,67,Loriol-du-Comtat,2,84067,Loriol-du-Comtat-2,935,482,51.55,453,48.45,9,0.96,1.99,6,0.64,1.32,438,46.84,96.69,6.0,M,PIERINI,Lucien,EXG,1.0,0.11,0.23
84,Vaucluse,5,5ème circonscription,70,Malemort-du-Comtat,1,84070,Malemort-du-Comtat-1,1188,619,52.1,569,47.9,9,0.76,1.58,2,0.17,0.35,558,46.97,98.07,6.0,M,PIERINI,Lucien,EXG,5.0,0.42,0.9
84,Vaucluse,5,5ème circonscription,75,Méthamis,1,84075,Méthamis-1,351,161,45.87,190,54.13,5,1.42,2.63,0,0.0,0.0,185,52.71,97.37,6.0,M,PIERINI,Lucien,EXG,3.0,0.85,1.62
84,Vaucluse,5,5ème circonscription,76,Mirabeau,1,84076,Mirabeau-1,1015,413,40.69,602,59.31,7,0.69,1.16,3,0.3,0.5,592,58.33,98.34,6.0,M,PIERINI,Lucien,EXG,2.0,0.2,0.34
84,Vaucluse,5,5ème circonscription,77,Modène,1,84077,Modène-1,345,138,40.0,207,60.0,3,0.87,1.45,0,0.0,0.0,204,59.13,98.55,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,79,Monieux,1,84079,Monieux-1,264,86,32.58,178,67.42,1,0.38,0.56,2,0.76,1.12,175,66.29,98.31,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,82,Mormoiron,1,84082,Mormoiron-1,662,259,39.12,403,60.88,4,0.6,0.99,3,0.45,0.74,396,59.82,98.26,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,82,Mormoiron,2,84082,Mormoiron-2,689,321,46.59,368,53.41,3,0.44,0.82,1,0.15,0.27,364,52.83,98.91,6.0,M,PIERINI,Lucien,EXG,1.0,0.15,0.27
84,Vaucluse,5,5ème circonscription,84,La Motte-d'Aigues,1,84084,La Motte-d'Aigues-1,1058,496,46.88,562,53.12,7,0.66,1.25,3,0.28,0.53,552,52.17,98.22,6.0,M,PIERINI,Lucien,EXG,5.0,0.47,0.91
84,Vaucluse,5,5ème circonscription,85,Murs,1,84085,Murs-1,351,149,42.45,202,57.55,2,0.57,0.99,2,0.57,0.99,198,56.41,98.02,6.0,M,PIERINI,Lucien,EXG,1.0,0.28,0.51
84,Vaucluse,5,5ème circonscription,89,Pertuis,1,84089,Pertuis-1,873,546,62.54,327,37.46,7,0.8,2.14,1,0.11,0.31,319,36.54,97.55,6.0,M,PIERINI,Lucien,EXG,3.0,0.34,0.94
84,Vaucluse,5,5ème circonscription,89,Pertuis,2,84089,Pertuis-2,971,519,53.45,452,46.55,9,0.93,1.99,2,0.21,0.44,441,45.42,97.57,6.0,M,PIERINI,Lucien,EXG,6.0,0.62,1.36
84,Vaucluse,5,5ème circonscription,89,Pertuis,3,84089,Pertuis-3,1025,596,58.15,429,41.85,4,0.39,0.93,6,0.59,1.4,419,40.88,97.67,6.0,M,PIERINI,Lucien,EXG,4.0,0.39,0.95
84,Vaucluse,5,5ème circonscription,89,Pertuis,4,84089,Pertuis-4,785,397,50.57,388,49.43,2,0.25,0.52,1,0.13,0.26,385,49.04,99.23,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,89,Pertuis,5,84089,Pertuis-5,976,498,51.02,478,48.98,8,0.82,1.67,4,0.41,0.84,466,47.75,97.49,6.0,M,PIERINI,Lucien,EXG,7.0,0.72,1.5
84,Vaucluse,5,5ème circonscription,89,Pertuis,6,84089,Pertuis-6,930,497,53.44,433,46.56,5,0.54,1.15,5,0.54,1.15,423,45.48,97.69,6.0,M,PIERINI,Lucien,EXG,1.0,0.11,0.24
84,Vaucluse,5,5ème circonscription,89,Pertuis,7,84089,Pertuis-7,923,491,53.2,432,46.8,6,0.65,1.39,3,0.33,0.69,423,45.83,97.92,6.0,M,PIERINI,Lucien,EXG,1.0,0.11,0.24
84,Vaucluse,5,5ème circonscription,89,Pertuis,8,84089,Pertuis-8,910,492,54.07,418,45.93,9,0.99,2.15,1,0.11,0.24,408,44.84,97.61,6.0,M,PIERINI,Lucien,EXG,1.0,0.11,0.25
84,Vaucluse,5,5ème circonscription,89,Pertuis,9,84089,Pertuis-9,1035,542,52.37,493,47.63,4,0.39,0.81,0,0.0,0.0,489,47.25,99.19,6.0,M,PIERINI,Lucien,EXG,3.0,0.29,0.61
84,Vaucluse,5,5ème circonscription,89,Pertuis,10,84089,Pertuis-10,1136,721,63.47,415,36.53,5,0.44,1.2,2,0.18,0.48,408,35.92,98.31,6.0,M,PIERINI,Lucien,EXG,2.0,0.18,0.49
84,Vaucluse,5,5ème circonscription,89,Pertuis,11,84089,Pertuis-11,1038,594,57.23,444,42.77,3,0.29,0.68,5,0.48,1.13,436,42.0,98.2,6.0,M,PIERINI,Lucien,EXG,3.0,0.29,0.69
84,Vaucluse,5,5ème circonscription,89,Pertuis,12,84089,Pertuis-12,965,620,64.25,345,35.75,5,0.52,1.45,4,0.41,1.16,336,34.82,97.39,6.0,M,PIERINI,Lucien,EXG,8.0,0.83,2.38
84,Vaucluse,5,5ème circonscription,89,Pertuis,13,84089,Pertuis-13,1011,552,54.6,459,45.4,7,0.69,1.53,3,0.3,0.65,449,44.41,97.82,6.0,M,PIERINI,Lucien,EXG,3.0,0.3,0.67
84,Vaucluse,5,5ème circonscription,89,Pertuis,14,84089,Pertuis-14,998,572,57.31,426,42.69,9,0.9,2.11,2,0.2,0.47,415,41.58,97.42,6.0,M,PIERINI,Lucien,EXG,3.0,0.3,0.72
84,Vaucluse,5,5ème circonscription,89,Pertuis,15,84089,Pertuis-15,870,458,52.64,412,47.36,1,0.11,0.24,4,0.46,0.97,407,46.78,98.79,6.0,M,PIERINI,Lucien,EXG,5.0,0.57,1.23
84,Vaucluse,5,5ème circonscription,89,Pertuis,16,84089,Pertuis-16,915,457,49.95,458,50.05,16,1.75,3.49,1,0.11,0.22,441,48.2,96.29,6.0,M,PIERINI,Lucien,EXG,3.0,0.33,0.68
84,Vaucluse,5,5ème circonscription,90,Peypin-d'Aigues,1,84090,Peypin-d'Aigues-1,572,271,47.38,301,52.62,6,1.05,1.99,6,1.05,1.99,289,50.52,96.01,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,102,Roussillon,1,84102,Roussillon-1,1115,509,45.65,606,54.35,5,0.45,0.83,4,0.36,0.66,597,53.54,98.51,6.0,M,PIERINI,Lucien,EXG,17.0,1.52,2.85
84,Vaucluse,5,5ème circonscription,103,Rustrel,1,84103,Rustrel-1,544,241,44.3,303,55.7,4,0.74,1.32,1,0.18,0.33,298,54.78,98.35,6.0,M,PIERINI,Lucien,EXG,2.0,0.37,0.67
84,Vaucluse,5,5ème circonscription,105,Saignon,1,84105,Saignon-1,822,350,42.58,472,57.42,7,0.85,1.48,1,0.12,0.21,464,56.45,98.31,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,107,Saint-Christol,1,84107,Saint-Christol-1,468,228,48.72,240,51.28,8,1.71,3.33,3,0.64,1.25,229,48.93,95.42,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,109,Saint-Hippolyte-le-Graveyron,1,84109,Saint-Hippolyte-le-Graveyron-1,170,53,31.18,117,68.82,1,0.59,0.85,2,1.18,1.71,114,67.06,97.44,6.0,M,PIERINI,Lucien,EXG,1.0,0.59,0.88
84,Vaucluse,5,5ème circonscription,112,Saint-Martin-de-Castillon,1,84112,Saint-Martin-de-Castillon-1,611,282,46.15,329,53.85,4,0.65,1.22,3,0.49,0.91,322,52.7,97.87,6.0,M,PIERINI,Lucien,EXG,1.0,0.16,0.31
84,Vaucluse,5,5ème circonscription,113,Saint-Martin-de-la-Brasque,1,84113,Saint-Martin-de-la-Brasque-1,620,260,41.94,360,58.06,9,1.45,2.5,2,0.32,0.56,349,56.29,96.94,6.0,M,PIERINI,Lucien,EXG,6.0,0.97,1.72
84,Vaucluse,5,5ème circonscription,114,Saint-Pantaléon,1,84114,Saint-Pantaléon-1,144,66,45.83,78,54.17,2,1.39,2.56,0,0.0,0.0,76,52.78,97.44,6.0,M,PIERINI,Lucien,EXG,4.0,2.78,5.26
84,Vaucluse,5,5ème circonscription,115,Saint-Pierre-de-Vassols,1,84115,Saint-Pierre-de-Vassols-1,430,174,40.47,256,59.53,4,0.93,1.56,0,0.0,0.0,252,58.6,98.44,6.0,M,PIERINI,Lucien,EXG,1.0,0.23,0.4
84,Vaucluse,5,5ème circonscription,118,Saint-Saturnin-lès-Apt,1,84118,Saint-Saturnin-lès-Apt-1,700,295,42.14,405,57.86,4,0.57,0.99,0,0.0,0.0,401,57.29,99.01,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,118,Saint-Saturnin-lès-Apt,2,84118,Saint-Saturnin-lès-Apt-2,774,367,47.42,407,52.58,4,0.52,0.98,5,0.65,1.23,398,51.42,97.79,6.0,M,PIERINI,Lucien,EXG,3.0,0.39,0.75
84,Vaucluse,5,5ème circonscription,118,Saint-Saturnin-lès-Apt,3,84118,Saint-Saturnin-lès-Apt-3,798,316,39.6,482,60.4,6,0.75,1.24,0,0.0,0.0,476,59.65,98.76,6.0,M,PIERINI,Lucien,EXG,5.0,0.63,1.05
84,Vaucluse,5,5ème circonscription,120,Saint-Trinit,1,84120,Saint-Trinit-1,114,45,39.47,69,60.53,1,0.88,1.45,1,0.88,1.45,67,58.77,97.1,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,121,Sannes,1,84121,Sannes-1,176,85,48.3,91,51.7,5,2.84,5.49,0,0.0,0.0,86,48.86,94.51,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,122,Sarrians,1,84122,Sarrians-1,874,489,55.95,385,44.05,4,0.46,1.04,4,0.46,1.04,377,43.14,97.92,6.0,M,PIERINI,Lucien,EXG,2.0,0.23,0.53
84,Vaucluse,5,5ème circonscription,122,Sarrians,2,84122,Sarrians-2,839,433,51.61,406,48.39,11,1.31,2.71,7,0.83,1.72,388,46.25,95.57,6.0,M,PIERINI,Lucien,EXG,4.0,0.48,1.03
84,Vaucluse,5,5ème circonscription,122,Sarrians,3,84122,Sarrians-3,938,476,50.75,462,49.25,16,1.71,3.46,5,0.53,1.08,441,47.01,95.45,6.0,M,PIERINI,Lucien,EXG,4.0,0.43,0.91
84,Vaucluse,5,5ème circonscription,122,Sarrians,4,84122,Sarrians-4,899,559,62.18,340,37.82,11,1.22,3.24,3,0.33,0.88,326,36.26,95.88,6.0,M,PIERINI,Lucien,EXG,5.0,0.56,1.53
84,Vaucluse,5,5ème circonscription,122,Sarrians,5,84122,Sarrians-5,860,540,62.79,320,37.21,10,1.16,3.13,2,0.23,0.63,308,35.81,96.25,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,123,Sault,1,84123,Sault-1,942,352,37.37,590,62.63,20,2.12,3.39,4,0.42,0.68,566,60.08,95.93,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,123,Sault,2,84123,Sault-2,102,42,41.18,60,58.82,0,0.0,0.0,1,0.98,1.67,59,57.84,98.33,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,133,La Tour-d'Aigues,1,84133,La Tour-d'Aigues-1,1104,603,54.62,501,45.38,11,1.0,2.2,4,0.36,0.8,486,44.02,97.01,6.0,M,PIERINI,Lucien,EXG,4.0,0.36,0.82
84,Vaucluse,5,5ème circonscription,133,La Tour-d'Aigues,2,84133,La Tour-d'Aigues-2,1221,548,44.88,673,55.12,9,0.74,1.34,5,0.41,0.74,659,53.97,97.92,6.0,M,PIERINI,Lucien,EXG,4.0,0.33,0.61
84,Vaucluse,5,5ème circonscription,133,La Tour-d'Aigues,3,84133,La Tour-d'Aigues-3,1068,492,46.07,576,53.93,13,1.22,2.26,2,0.19,0.35,561,52.53,97.4,6.0,M,PIERINI,Lucien,EXG,4.0,0.37,0.71
84,Vaucluse,5,5ème circonscription,144,Viens,1,84144,Viens-1,482,194,40.25,288,59.75,6,1.24,2.08,1,0.21,0.35,281,58.3,97.57,6.0,M,PIERINI,Lucien,EXG,2.0,0.41,0.71
84,Vaucluse,5,5ème circonscription,145,Villars,1,84145,Villars-1,595,243,40.84,352,59.16,8,1.34,2.27,0,0.0,0.0,344,57.82,97.73,6.0,M,PIERINI,Lucien,EXG,4.0,0.67,1.16
84,Vaucluse,5,5ème circonscription,148,Villes-sur-Auzon,1,84148,Villes-sur-Auzon-1,972,454,46.71,518,53.29,8,0.82,1.54,5,0.51,0.97,505,51.95,97.49,6.0,M,PIERINI,Lucien,EXG,1.0,0.1,0.2
84,Vaucluse,5,5ème circonscription,151,Vitrolles-en-Lubéron,1,84151,Vitrolles-en-Lubéron-1,171,70,40.94,101,59.06,4,2.34,3.96,0,0.0,0.0,97,56.73,96.04,6.0,M,PIERINI,Lucien,EXG,0.0,0.0,0.0
84,Vaucluse,5,5ème circonscription,2,Ansouis,1,84002,Ansouis-1,880,419,47.61,461,52.39,1,0.11,0.22,14,1.59,3.04,446,50.68,96.75,8.0,M,CHOTARD,Stéphane,FI,66.0,7.5,14.8
84,Vaucluse,5,5ème circonscription,3,Apt,1,84003,Apt-1,930,518,55.7,412,44.3,10,1.08,2.43,4,0.43,0.97,398,42.8,96.6,8.0,M,CHOTARD,Stéphane,FI,53.0,5.7,13.32
84,Vaucluse,5,5ème circonscription,3,Apt,2,84003,Apt-2,826,452,54.72,374,45.28,6,0.73,1.6,1,0.12,0.27,367,44.43,98.13,8.0,M,CHOTARD,Stéphane,FI,48.0,5.81,13.08
84,Vaucluse,5,5ème circonscription,3,Apt,3,84003,Apt-3,834,455,54.56,379,45.44,5,0.6,1.32,1,0.12,0.26,373,44.72,98.42,8.0,M,CHOTARD,Stéphane,FI,74.0,8.87,19.84
84,Vaucluse,5,5ème circonscription,3,Apt,4,84003,Apt-4,772,486,62.95,286,37.05,3,0.39,1.05,2,0.26,0.7,281,36.4,98.25,8.0,M,CHOTARD,Stéphane,FI,37.0,4.79,13.17
84,Vaucluse,5,5ème circonscription,3,Apt,5,84003,Apt-5,771,510,66.15,261,33.85,7,0.91,2.68,2,0.26,0.77,252,32.68,96.55,8.0,M,CHOTARD,Stéphane,FI,29.0,3.76,11.51
84,Vaucluse,5,5ème circonscription,3,Apt,6,84003,Apt-6,813,398,48.95,415,51.05,7,0.86,1.69,0,0.0,0.0,408,50.18,98.31,8.0,M,CHOTARD,Stéphane,FI,58.0,7.13,14.22
84,Vaucluse,5,5ème circonscription,3,Apt,7,84003,Apt-7,871,476,54.65,395,45.35,4,0.46,1.01,4,0.46,1.01,387,44.43,97.97,8.0,M,CHOTARD,Stéphane,FI,43.0,4.94,11.11
84,Vaucluse,5,5ème circonscription,3,Apt,8,84003,Apt-8,792,421,53.16,371,46.84,7,0.88,1.89,3,0.38,0.81,361,45.58,97.3,8.0,M,CHOTARD,Stéphane,FI,45.0,5.68,12.47
84,Vaucluse,5,5ème circonscription,3,Apt,9,84003,Apt-9,792,372,46.97,420,53.03,7,0.88,1.67,4,0.51,0.95,409,51.64,97.38,8.0,M,CHOTARD,Stéphane,FI,32.0,4.04,7.82
84,Vaucluse,5,5ème circonscription,4,Aubignan,1,84004,Aubignan-1,1069,559,52.29,510,47.71,5,0.47,0.98,1,0.09,0.2,504,47.15,98.82,8.0,M,CHOTARD,Stéphane,FI,43.0,4.02,8.53
84,Vaucluse,5,5ème circonscription,4,Aubignan,2,84004,Aubignan-2,970,547,56.39,423,43.61,11,1.13,2.6,1,0.1,0.24,411,42.37,97.16,8.0,M,CHOTARD,Stéphane,FI,48.0,4.95,11.68
84,Vaucluse,5,5ème circonscription,4,Aubignan,3,84004,Aubignan-3,937,507,54.11,430,45.89,1,0.11,0.23,13,1.39,3.02,416,44.4,96.74,8.0,M,CHOTARD,Stéphane,FI,51.0,5.44,12.26
84,Vaucluse,5,5ème circonscription,4,Aubignan,4,84004,Aubignan-4,1060,553,52.17,507,47.83,11,1.04,2.17,2,0.19,0.39,494,46.6,97.44,8.0,M,CHOTARD,Stéphane,FI,40.0,3.77,8.1
84,Vaucluse,5,5ème circonscription,5,Aurel,1,84005,Aurel-1,159,68,42.77,91,57.23,0,0.0,0.0,0,0.0,0.0,91,57.23,100.0,8.0,M,CHOTARD,Stéphane,FI,9.0,5.66,9.89
84,Vaucluse,5,5ème circonscription,6,Auribeau,1,84006,Auribeau-1,67,18,26.87,49,73.13,2,2.99,4.08,0,0.0,0.0,47,70.15,95.92,8.0,M,CHOTARD,Stéphane,FI,3.0,4.48,6.38
84,Vaucluse,5,5ème circonscription,9,La Bastide-des-Jourdans,1,84009,La Bastide-des-Jourdans-1,1137,572,50.31,565,49.69,4,0.35,0.71,10,0.88,1.77,551,48.46,97.52,8.0,M,CHOTARD,Stéphane,FI,61.0,5.36,11.07
84,Vaucluse,5,5ème circonscription,10,La Bastidonne,1,84010,La Bastidonne-1,647,298,46.06,349,53.94,1,0.15,0.29,1,0.15,0.29,347,53.63,99.43,8.0,M,CHOTARD,Stéphane,FI,47.0,7.26,13.54
84,Vaucluse,5,5ème circonscription,13,Beaumettes,1,84013,Beaumettes-1,216,79,36.57,137,63.43,4,1.85,2.92,1,0.46,0.73,132,61.11,96.35,8.0,M,CHOTARD,Stéphane,FI,12.0,5.56,9.09
84,Vaucluse,5,5ème circonscription,14,Beaumont-de-Pertuis,1,84014,Beaumont-de-Pertuis-1,883,425,48.13,458,51.87,9,1.02,1.97,3,0.34,0.66,446,50.51,97.38,8.0,M,CHOTARD,Stéphane,FI,94.0,10.65,21.08
84,Vaucluse,5,5ème circonscription,17,Bédoin,1,84017,Bédoin-1,886,364,41.08,522,58.92,3,0.34,0.57,5,0.56,0.96,514,58.01,98.47,8.0,M,CHOTARD,Stéphane,FI,34.0,3.84,6.61
84,Vaucluse,5,5ème circonscription,17,Bédoin,2,84017,Bédoin-2,884,330,37.33,554,62.67,4,0.45,0.72,5,0.57,0.9,545,61.65,98.38,8.0,M,CHOTARD,Stéphane,FI,41.0,4.64,7.52
84,Vaucluse,5,5ème circonscription,17,Bédoin,3,84017,Bédoin-3,817,330,40.39,487,59.61,10,1.22,2.05,0,0.0,0.0,477,58.38,97.95,8.0,M,CHOTARD,Stéphane,FI,29.0,3.55,6.08
84,Vaucluse,5,5ème circonscription,18,Blauvac,1,84018,Blauvac-1,404,163,40.35,241,59.65,5,1.24,2.07,6,1.49,2.49,230,56.93,95.44,8.0,M,CHOTARD,Stéphane,FI,29.0,7.18,12.61
84,Vaucluse,5,5ème circonscription,24,Cabrières-d'Aigues,1,84024,Cabrières-d'Aigues-1,702,299,42.59,403,57.41,1,0.14,0.25,6,0.85,1.49,396,56.41,98.26,8.0,M,CHOTARD,Stéphane,FI,81.0,11.54,20.45
84,Vaucluse,5,5ème circonscription,30,Caromb,1,84030,Caromb-1,868,414,47.7,454,52.3,4,0.46,0.88,1,0.12,0.22,449,51.73,98.9,8.0,M,CHOTARD,Stéphane,FI,45.0,5.18,10.02
84,Vaucluse,5,5ème circonscription,30,Caromb,2,84030,Caromb-2,917,408,44.49,509,55.51,2,0.22,0.39,0,0.0,0.0,507,55.29,99.61,8.0,M,CHOTARD,Stéphane,FI,35.0,3.82,6.9
84,Vaucluse,5,5ème circonscription,30,Caromb,3,84030,Caromb-3,792,373,47.1,419,52.9,5,0.63,1.19,2,0.25,0.48,412,52.02,98.33,8.0,M,CHOTARD,Stéphane,FI,36.0,4.55,8.74
84,Vaucluse,5,5ème circonscription,31,Carpentras,1,84031,Carpentras-1,620,406,65.48,214,34.52,3,0.48,1.4,5,0.81,2.34,206,33.23,96.26,8.0,M,CHOTARD,Stéphane,FI,34.0,5.48,16.5
84,Vaucluse,5,5ème circonscription,31,Carpentras,2,84031,Carpentras-2,846,475,56.15,371,43.85,5,0.59,1.35,3,0.35,0.81,363,42.91,97.84,8.0,M,CHOTARD,Stéphane,FI,59.0,6.97,16.25
84,Vaucluse,5,5ème circonscription,31,Carpentras,3,84031,Carpentras-3,852,432,50.7,420,49.3,8,0.94,1.9,3,0.35,0.71,409,48.0,97.38,8.0,M,CHOTARD,Stéphane,FI,42.0,4.93,10.27
84,Vaucluse,5,5ème circonscription,31,Carpentras,4,84031,Carpentras-4,1155,584,50.56,571,49.44,7,0.61,1.23,5,0.43,0.88,559,48.4,97.9,8.0,M,CHOTARD,Stéphane,FI,34.0,2.94,6.08
84,Vaucluse,5,5ème circonscription,31,Carpentras,5,84031,Carpentras-5,796,372,46.73,424,53.27,5,0.63,1.18,6,0.75,1.42,413,51.88,97.41,8.0,M,CHOTARD,Stéphane,FI,28.0,3.52,6.78
84,Vaucluse,5,5ème circonscription,31,Carpentras,6,84031,Carpentras-6,670,323,48.21,347,51.79,8,1.19,2.31,1,0.15,0.29,338,50.45,97.41,8.0,M,CHOTARD,Stéphane,FI,33.0,4.93,9.76
84,Vaucluse,5,5ème circonscription,31,Carpentras,7,84031,Carpentras-7,950,638,67.16,312,32.84,7,0.74,2.24,4,0.42,1.28,301,31.68,96.47,8.0,M,CHOTARD,Stéphane,FI,50.0,5.26,16.61
84,Vaucluse,5,5ème circonscription,31,Carpentras,8,84031,Carpentras-8,1139,603,52.94,536,47.06,4,0.35,0.75,3,0.26,0.56,529,46.44,98.69,8.0,M,CHOTARD,Stéphane,FI,37.0,3.25,6.99
84,Vaucluse,5,5ème circonscription,31,Carpentras,9,84031,Carpentras-9,1027,556,54.14,471,45.86,9,0.88,1.91,5,0.49,1.06,457,44.5,97.03,8.0,M,CHOTARD,Stéphane,FI,53.0,5.16,11.6
84,Vaucluse,5,5ème circonscription,31,Carpentras,10,84031,Carpentras-10,853,512,60.02,341,39.98,11,1.29,3.23,7,0.82,2.05,323,37.87,94.72,8.0,M,CHOTARD,Stéphane,FI,38.0,4.45,11.76
