CODGEO,SNHM19,SNHMC19,SNHMP19,SNHME19,SNHMO19,SNHMF19,SNHMFC19,SNHMFP19,SNHMFE19,SNHMFO19,SNHMH19,SNHMHC19,SNHMHP19,SNHMHE19,SNHMHO19,SNHM1819,SNHM2619,SNHM5019,SNHMF1819,SNHMF2619,SNHMF5019,SNHMH1819,SNHMH2619,SNHMH5019
43185,12.9979911285374,21.9146664495896,14.4654662485986,10.7500747145217,12.3837081849409,11.6425047548183,19.3251536331734,13.45212024766,10.314974256378,11.1903688786894,13.8629983296293,23.2397362059929,15.0948333239971,12.0802046686066,12.7464577486417,10.3193215633739,12.9968438665426,14.0622184681277,9.49394509323058,11.9508687964002,11.7561760323482,10.8189331619981,13.6522925105645,15.62869464204
43190,13.2994504310508,23.3427333120412,14.4473097899275,11.0248982001982,11.3405276342424,12.0359960067831,19.2812044953682,13.2065819786773,10.9377107041407,9.50692653534088,14.2012227132447,25.0465678272679,15.5097607512213,11.2785242312361,11.5938863259813,9.65145496416084,13.1741947249768,14.7420026716422,9.58318022152468,12.0725723487218,12.5659921976187,9.68581253075792,13.9553754978919,16.4958910565663
43205,13.5299662952886,21.1992771395711,14.8842430169559,11.1770151066643,12.0174320301925,11.948093493108,19.1847185248341,13.0419441097531,10.7552305540751,10.3317083164926,14.5340846923764,22.0211923111463,16.1468084915248,12.5405451587156,12.3781001121655,10.0195622334527,13.3570213338474,15.3180304793899,9.71668970253923,11.717194506082,13.4154261369081,10.1840833794552,14.4802415481387,16.389119847724
43211,13.3738847593497,22.6053574922533,14.9205652138897,11.1056669617791,11.8752783074476,11.9713878481549,18.5599442141488,13.5963479866657,10.9096734133097,10.1909745097497,14.2097713556549,24.5202296837285,15.8452561510386,11.6970173636248,12.2544907771698,10.248434007977,13.4494240974884,14.7898763746722,10.1605493450192,11.9333265294653,12.8501990129822,10.2880051170979,14.3671944184335,16.0558785198632
43213,13.5624397673719,25.6064410272612,14.7009641190942,11.138421132202,12.2302303317465,11.7618415703219,22.6227540241211,13.0174362317185,10.9649509920966,9.97900855849277,14.6686964825588,26.6484639457111,15.7851379820704,12.0327336245318,12.7828003610762,9.92084965000009,13.6429503264325,14.8095644147047,9.37488064273285,11.7781365576905,12.75808790662,10.3336867595165,14.7226895292161,16.1518806405687
43216,12.2095064804549,20.2312810222628,13.8578243996761,10.4549492274228,11.0318281256608,11.2910623498776,18.7107035531751,12.5251079986823,10.2790053471407,9.57052908332721,12.8877903649706,21.1803188679153,14.8295240256954,10.9187790277769,11.3196407395065,9.36722987595136,12.5597958930879,12.4296191661293,8.92201034628365,11.748635470311,10.941301123157,9.63940623267796,13.1823389108406,13.5025098307908
43224,13.1102611342723,24.7860184409712,14.9244665219153,10.9429549013288,11.7564923369901,11.348622737297,23.3714619978839,13.2602549746314,10.6201324761791,9.76664208937888,14.2363084674791,25.1676917697117,16.2277734834067,12.3296220288996,12.3807904651776,10.1983868036191,13.1663386356085,14.5939410509305,9.40810694938334,11.5754688396871,11.8413017771786,10.6901811448449,14.2112842833771,16.2587484114521
43244,12.0989733544688,22.8501012648626,13.4555308013568,10.4005466043969,11.0896096642643,10.907485597333,19.315369877094,12.6310791824628,10.1504202224495,10.0107460615281,12.913788685417,23.7410713222186,14.1694462873306,11.2161231523169,11.3150748692761,10.1437361405089,12.1651188969327,12.9041517441282,9.23224222707146,10.9314703717533,11.5733042054082,10.6180381116023,13.1001288769036,13.7325457445646
43251,13.1912036282639,24.7981510030381,13.8443283961951,10.2906450024787,10.3450109618646,11.7322298146351,20.512219102229,13.4471067869639,10.0415994785362,8.16557271244746,14.4567056381517,26.6893648753839,14.3349211139796,10.810527572536,10.8085646015835,9.57868575317433,12.5682138698575,15.5716719453075,9.06677624735813,11.2254906121489,13.682643599116,10.1475417928685,13.6715929375163,17.1994551270614
43268,13.0078923012235,22.0502504151197,14.1639818637504,10.63413490813,11.5361221160434,11.7116378878912,20.5556756088867,13.0203918571661,10.3490878565101,9.94842974512162,13.8883540614239,22.7081780198142,15.0355502063257,11.5264879372668,11.9217262522474,9.89919955203033,13.2285186742612,14.2449461736395,9.4125638294062,12.1219554075486,12.0589603126506,10.2326169342802,13.956177955881,15.8377145607779
44001,13.1686013342369,22.4520885106667,14.4558703849002,10.654546186613,11.8991078221403,11.8595241052424,19.9534856542507,13.5446304136985,10.5879587129972,10.8461589623433,14.1039331125725,23.2910701331241,15.2569377198493,10.9787150525799,12.1327772821837,10.326538422484,13.1122454127972,15.0636909026726,9.81629972836067,12.1345400925627,11.8779114938427,10.6651592268402,13.7962191505639,17.652985849722
44002,15.0641841507676,24.0374958879097,15.2319915516621,11.7092386611971,11.9396529759435,13.3019411556682,20.3135644991022,13.9613803583556,11.4211616499022,10.8792374700428,16.3140515123495,25.7526257486089,16.1043577418097,12.7293495311183,12.1924202481323,10.1243676668633,15.2166108372279,16.9784478911449,10.0190204294539,13.5600682973023,14.0094205427837,10.1986386583989,16.4370214173471,18.8022315623216
44003,14.2176658965745,23.3795436229981,14.9018756723752,11.1266519515931,11.7355274159037,12.7026259462524,20.5870475759352,13.8282907704563,11.0109930256672,10.5147399568933,15.3002483138184,24.6032073912224,15.7230912516663,11.4807150431352,12.1188802355059,10.1522663117704,14.4849099575106,15.7864105094291,9.82431054943388,12.9988572830689,13.4662302624414,10.3650450926913,15.5470416617945,17.5296935135024
44005,13.3713434141006,22.8156439648865,14.9125887923331,10.7544821290271,12.0081051522658,11.8443374949104,18.9489701556775,13.5027604511939,10.6094013969006,10.5154515441852,14.4091933293762,24.4342812934005,15.9743913783559,11.4467745853,12.3119434768201,9.85999550697641,13.4499938650869,15.0556363331369,9.47481841169895,11.9198925132613,12.9115932727913,10.1468838857856,14.4356417941938,16.6975717418279
44007,12.4417928392011,22.6858327656047,14.5005821420697,10.3307515681152,11.7205764253357,11.2827439719252,18.5295119688299,13.683827626822,10.3334114863673,10.4977096716504,13.1708091822616,23.8114086636105,15.1613346176091,10.3215337592952,12.0680961093251,10.0465780509852,12.7005293390449,12.9381285849342,9.38756781873689,11.6751044425235,11.0497851197249,10.3723324918476,13.3386625221661,14.3111016429643
