CODGEO;SNHM19;SNHMC19;SNHMP19;SNHME19;SNHMO19;SNHMF19;SNHMFC19;SNHMFP19;SNHMFE19;SNHMFO19;SNHMH19;SNHMHC19;SNHMHP19;SNHMHE19;SNHMHO19;SNHM1819;SNHM2619;SNHM5019;SNHMF1819;SNHMF2619;SNHMF5019;SNHMH1819;SNHMH2619;SNHMH5019
1;15.6872559942422;27.5172432867731;15.6061532545295;11.2542494790938;11.7689629019762;14.1870475992661;24.3563518100262;14.526583014732;11.0662131539516;10.4487390687019;16.7478566361705;29.3107903911451;16.5194022970964;11.6491899825603;12.0458108664309;10.420108985993;15.5184227204997;18.354730207055;10.063706261603;14.3349296682601;15.6456214122732;10.6951164328884;16.3414405432405;20.2793927279315
