CODGEO;SNHM19;SNHMC19;SNHMP19;SNHME19;SNHMO19;SNHMF19;SNHMFC19;SNHMFP19;SNHMFE19;SNHMFO19;SNHMH19;SNHMHC19;SNHMHP19;SNHMHE19;SNHMHO19;SNHM1819;SNHM2619;SNHM5019;SNHMF1819;SNHMF2619;SNHMF5019;SNHMH1819;SNHMH2619;SNHMH5019
5319;13.5682565182063;24.046757778027;14.738367594234;10.8877773655986;11.7061829511821;12.1193851355392;20.5169837975698;13.4279681089935;10.6815039184381;10.822968173555;14.5689692696139;25.5666380577975;15.6715418579243;11.6011331398006;12.0037609609479;10.0761922713306;13.6595618881101;14.9985672709127;9.7070321654722;12.3320381685355;12.6971091934227;10.3319459818119;14.5863235112875;16.5387044940076
7501;13.5950260255185;23.4508874328731;15.2173756578108;10.886786083155;11.4701245987284;12.5113915112483;20.6563791971208;14.2297773818937;10.6750465467038;10.6743870127619;14.428443750344;24.9531906833501;16.0947321776814;11.4657175845823;11.6567525321925;9.94050197499009;13.4121692921046;15.4320402098464;9.58622418026293;12.4336839794369;13.7481391782816;10.207346905129;14.1380244581928;16.847186014601
7502;13.4433145266786;23.352263934354;14.7274244931655;10.8472974039566;11.4093948440908;12.2967752264775;20.2702689271259;13.8112594799126;10.7004986836882;10.3827036613451;14.2775197544525;24.875934300433;15.5006753492322;11.2842287172855;11.6375256456947;10.0213864624913;13.1397870924261;15.3909654345061;9.84726072309638;12.2129788373983;13.3983397610976;10.1545279857827;13.8029749878897;16.869474310343
7503;14.2325833798764;25.7162210209756;14.9732192738975;11.1519779852636;11.6305293900608;12.7377915879271;21.466389035886;13.9957240546359;10.8962043803531;10.2510009332324;15.4332103619077;27.9751994865979;15.8944348992978;11.7500263141878;11.8825287083487;9.9981047942042;13.9554534901166;16.6829324490384;9.76568185500373;12.7477777607875;13.8932122466341;10.1814448722183;14.9120783103152;19.0220196986002
7504;12.8669563000082;22.9880163970967;14.4577304169728;10.5808385395234;11.3793151840507;11.8310120091151;20.1016488495463;13.5334518302347;10.4872850390032;9.80741973402051;13.6838628174903;24.6359592129687;15.2781592701393;10.8476887982494;11.6675449061806;9.79593293486069;12.5752321749088;14.7065864449724;9.59726101354917;11.6845798086972;12.9677985448217;9.9471489538994;13.2647231225271;16.154528599274
7505;15.7069080563061;25.4130480006735;15.3561367609668;11.2980285361254;11.6538237965943;14.0029695305555;22.1424339171942;14.3279265050735;11.1312864417307;10.2498359936319;17.0033306811968;27.1501203121501;16.3261100293635;11.6521230659003;11.9107255543615;10.3266456427199;15.575285457589;18.8853663781394;9.94636555978354;14.162442734127;15.7450360444447;10.6447033548031;16.631884685468;21.2792465023919
7506;12.4763910706217;22.6669071882614;14.3274334696395;10.7195760587717;11.1150103648584;11.5311002406889;20.4027901597347;13.3863308897198;10.5900080370869;10.0340825068849;13.0963612479006;23.6358405349945;15.0416249579715;11.1832980025753;11.4357641171435;9.93000804778128;12.54446087536;13.5317648055588;9.64082286762041;11.5962435847084;12.2666898595553;10.1190375311637;13.1601651622233;14.3831405093766
7507;13.5690547219178;23.4366927535239;15.0129842453091;10.6811287920705;11.5085244538131;12.2713919942211;20.4079997475022;13.7504911073229;10.4640281096069;10.4854455974649;14.4748257962876;25.0237476904321;15.9586847049404;11.2858596643514;11.7413825478775;10.07027573314;13.4399698732935;15.1418498721662;9.66330089762649;12.3031709803151;13.1074434630385;10.3434392752333;14.223670779067;16.6235923166306
7508;13.5952409999807;23.6216822552038;15.0978397414336;10.7575576952847;12.0321017819612;12.1673072019232;21.0275084861221;13.9048555830958;10.586672957998;10.8760290713661;14.6076421368287;24.7678360102526;15.9261460509021;11.2813268884531;12.3947887368949;10.3614200011439;13.3903522634057;15.2605132899177;9.92942579632265;12.112275798826;13.1313038977349;10.6763273473364;14.2861034019835;16.7932014354817
7509;14.0746491899102;26.051039761713;16.3489568437512;11.0618759273842;12.1184546153491;12.6817266903297;22.8772500338495;14.8537850376066;10.77740488802;10.7122247364097;15.0424420699217;27.7481426262691;17.6253314222866;11.9303140359212;12.4668219956499;10.1600140977542;13.8406618844457;16.0780641090906;9.73697614980165;12.6383273622213;13.827324755968;10.4458892221628;14.6520171886011;17.7619103049733
7510;13.2270679546219;23.5977768507379;14.896624904262;10.7905748925731;11.6111199058955;11.9531566539692;20.5147085178048;13.7338719136908;10.55882581665;9.8736383868137;14.1105358001613;25.1442445282658;15.8382713337924;11.4077668705067;11.9453200716897;9.88938332262091;13.075600440629;14.8677211720809;9.59522899869479;11.9672548576429;12.7841220297628;10.0826472171223;13.8429780952331;16.3485709083409
7511;12.2419114632409;20.8558626821425;14.1009980201674;10.427277187812;10.8245424688129;11.614962294705;19.056059524728;13.4662102318745;10.2913081534238;9.64436005371027;12.7000576985686;21.9443882860931;14.6885620362459;10.8050659318616;11.0207152208837;9.74232277025153;12.0229113387663;13.604531090919;9.60511966712941;11.4516736062404;12.5896065620719;9.83425945548077;12.4276725226103;14.4183165537791
7512;14.3531434449686;25.2237899812951;15.2042792704499;10.9726509075888;11.5809313999966;12.8441388850812;21.2970472027757;13.9820697627016;10.8053872524842;10.3774466126996;15.4967651218802;27.2868178831135;16.2648284435431;11.3492168892643;11.7955353092203;9.96621793876811;14.1910791324762;16.9864700321703;9.63306056827745;12.9128155438882;14.2748012902447;10.2264136716035;15.1482255873988;19.07843375607
7513;14.2937853983729;25.608153897015;15.2370284186473;10.9197949388131;11.7494268366931;12.5565374358852;21.3585567820197;14.1813054378993;10.6732630030453;10.1559343722771;15.6395563914403;27.5754214715874;16.1637204082178;11.5298880430929;12.0449738362489;9.91569717822966;14.0021179676124;16.9509337339354;9.62030636574126;12.5303987387317;13.9004626001298;10.139928124102;15.1454644242559;19.3182640812065
7514;13.4872882548393;23.7364145461345;14.9034946124456;10.8928662588486;11.4084415136396;12.1667468851825;20.6808193740262;13.8097616226208;10.6220559067043;9.87799875782331;14.3885876757023;25.0755378850028;15.7895125502747;11.6769662090958;11.6814690152241;9.87580835261713;13.3637713588892;15.266850836684;9.47535631579346;12.1271042943474;13.3855232609818;10.1613093801815;14.2033238418189;16.5463153560785
