Code du département;Département;Code de la circonscription;Circonscription;Code de la commune;Commune;Bureau de vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N°Panneau;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Insee;Coordonnées;Nom Bureau Vote;Adresse;Code Postal;Ville;uniq_bdv
84;Vaucluse;05;5ème circonscription;009;La Bastide-des-Jourdans;0001;1137;572;50.31;565;49.69;4;0.35000000000000003;0.71;10;0.88;1.77;551;48.46;97.52;10;F;KADLER;Marie-Christine;ECO;12;1.06;2.18;84009;43.784644,5.63319;Mairie - salle des mariages;1, cours de la République;84240;La Bastide-des-Jourdans;Mairie - salle des mariages -  La Bastide-des-Jourdans
84;Vaucluse;05;5ème circonscription;089;Pertuis;0004;785;397;50.57;388;49.43;2;0.25;0.52;1;0.13;0.26;385;49.04;99.23;12;F;FOREST;Nathalie;DLF;7;0.89;1.82;84089;43.695607,5.495982;Ecole Primaire Henri Crevat;Boulevard Jean Guigues;84120;Pertuis;Ecole Primaire Henri Crevat -  Pertuis
84;Vaucluse;05;5ème circonscription;123;Sault;0002;102;42;41.18;60;58.82;0;0.0;0.0;1;0.98;1.67;59;57.84;98.33;3;F;THOMAS DE MALEVILLE;Marie;FN;3;2.94;5.08;84123;44.089267,5.417603;Hameau de Saint Jean(encienne ecole);Hameau de Saint Jean;84390;Sault;Hameau de Saint Jean(encienne ecole) -  Sault
84;Vaucluse;05;5ème circonscription;122;Sarrians;0003;938;476;50.75;462;49.25;16;1.71;3.46;5;0.53;1.08;441;47.01;95.45;12;F;FOREST;Nathalie;DLF;4;0.43;0.91;84122;44.08009,4.976618;Salle des Fêtes frédéric Mistral;178,Avenue de la Camargue;84260;Sarrians;Salle des Fêtes frédéric Mistral -  Sarrians
84;Vaucluse;05;5ème circonscription;118;Saint-Saturnin-lès-Apt;0003;798;316;39.6;482;60.4;6;0.75;1.24;0;0.0;0.0;476;59.65;98.76;3;F;THOMAS DE MALEVILLE;Marie;FN;58;7.27;12.18;84118;43.942466,5.382236;Local activités gymniques;Avenue Jean Geoffroy;84490;Saint-Saturnin-lès-Apt;Local activités gymniques -  Saint-Saturnin-lès-Apt
84;Vaucluse;05;5ème circonscription;003;Apt;0008;792;421;53.16;371;46.84;7;0.88;1.8900000000000001;3;0.38;0.81;361;45.58;97.3;3;F;THOMAS DE MALEVILLE;Marie;FN;49;6.19;13.57;84003;43.875264,5.395545;Ecole maternelle les Romarins- salle de Réfectoire;Place Cély;84400;Apt;Ecole maternelle les Romarins- salle de Réfectoire -  Apt
84;Vaucluse;05;5ème circonscription;017;Bédoin;0001;886;364;41.08;522;58.92;3;0.34;0.5700000000000001;5;0.56;0.96;514;58.01;98.47;2;M;AUBERT;Julien;LR;94;10.61;18.29;84017;44.124824,5.214435;Centre culturel;100 Place de la Vigneronne;84410;Bédoin;Centre culturel -  Bédoin
84;Vaucluse;05;5ème circonscription;031;Carpentras;0010;853;512;60.02;341;39.98;11;1.29;3.23;7;0.8200000000000001;2.05;323;37.87;94.72;12;F;FOREST;Nathalie;DLF;7;0.8200000000000001;2.17;84031;44.055723,5.037289;Ecole Primaire La Quintine;Rue Pansier;84200;Carpentras;Ecole Primaire La Quintine -  Carpentras
84;Vaucluse;05;5ème circonscription;031;Carpentras;0005;796;372;46.73;424;53.27;5;0.63;1.18;6;0.75;1.42;413;51.88;97.41;10;F;KADLER;Marie-Christine;ECO;8;1.01;1.94;84031;44.070776,5.05622;Salle polyvalente de Serres;Avenue Saint Roch;84200;Carpentras;Salle polyvalente de Serres -  Carpentras
84;Vaucluse;05;5ème circonscription;115;Saint-Pierre-de-Vassols;0001;430;174;40.47;256;59.53;4;0.93;1.56;0;0.0;0.0;252;58.6;98.44;9;F;DAURES;Anne;ECO;2;0.47000000000000003;0.79;84115;44.101058,5.136318;Salle du conseil municipal;38,rue de la Magdelaine;84330;Saint-Pierre-de-Vassols;Salle du conseil municipal -  Saint-Pierre-de-Vassols
84;Vaucluse;05;5ème circonscription;003;Apt;0001;930;518;55.7;412;44.3;10;1.08;2.43;4;0.43;0.97;398;42.8;96.6;10;F;KADLER;Marie-Christine;ECO;9;0.97;2.26;84003;43.875999,5.394814;Salle des fêtes- Entrée no1 a gauche;Place Gabriel Péri;84400;Apt;Salle des fêtes- Entrée no1 a gauche -  Apt
84;Vaucluse;05;5ème circonscription;031;Carpentras;0011;1002;616;61.48;386;38.52;6;0.6000000000000001;1.55;2;0.2;0.52;378;37.72;97.93;9;F;DAURES;Anne;ECO;5;0.5;1.32;84031;44.055723,5.037289;Ecole Primaire La Quintine;Rue Pansier;84200;Carpentras;Ecole Primaire La Quintine -  Carpentras
84;Vaucluse;05;5ème circonscription;048;Gignac;0001;73;27;36.99;46;63.01;0;0.0;0.0;0;0.0;0.0;46;63.01;100.0;12;F;FOREST;Nathalie;DLF;0;0.0;0.0;84048;43.919127,5.527085;Mairie;Placeto;84400;Gignac;Mairie -  Gignac
84;Vaucluse;05;5ème circonscription;067;Loriol-du-Comtat;0001;979;517;52.81;462;47.19;5;0.51;1.08;4;0.41000000000000003;0.87;453;46.27;98.05;7;M;REYNARD;Luc;RDG;21;2.15;4.64;84067;44.07664,5.001173;Salle des fêtes;Le Village;84870;Loriol-du-Comtat;Salle des fêtes -  Loriol-du-Comtat
84;Vaucluse;05;5ème circonscription;089;Pertuis;0011;1038;594;57.23;444;42.77;3;0.29;0.68;5;0.48;1.13;436;42.0;98.2;3;F;THOMAS DE MALEVILLE;Marie;FN;57;5.49;13.07;84089;43.690013,5.504403;Ecole maternelle Saint Roch;Rue de Saint Roch;84120;Pertuis;Ecole maternelle Saint Roch -  Pertuis
84;Vaucluse;05;5ème circonscription;084;La Motte-d'Aigues;0001;1058;496;46.88;562;53.12;7;0.66;1.25;3;0.28;0.53;552;52.17;98.22;11;M;VIARD;Jean;REM;192;18.15;34.78;84084;;Mairie;Parc Sosthène et Irma Reybaud;84240;La Motte-d'Aigues;Mairie -  La Motte-d'Aigues
84;Vaucluse;05;5ème circonscription;118;Saint-Saturnin-lès-Apt;0002;774;367;47.42;407;52.58;4;0.52;0.98;5;0.65;1.23;398;51.42;97.79;1;M;CHALENÇON;Christophe;DVD;4;0.52;1.01;84118;43.930718,5.317649;Local associatif de la Tuilière;Hameau de la Tuilière;84490;Saint-Saturnin-lès-Apt;Local associatif de la Tuilière -  Saint-Saturnin-lès-Apt
84;Vaucluse;05;5ème circonscription;082;Mormoiron;0001;662;259;39.12;403;60.88;4;0.6000000000000001;0.99;3;0.45;0.74;396;59.82;98.26;11;M;VIARD;Jean;REM;119;17.98;30.05;84082;44.06764,5.182222;Bâtiment le Clos;66,Place du Clos;84570;Mormoiron;Bâtiment le Clos -  Mormoiron
84;Vaucluse;05;5ème circonscription;030;Caromb;0003;792;373;47.1;419;52.9;5;0.63;1.19;2;0.25;0.48;412;52.02;98.33;10;F;KADLER;Marie-Christine;ECO;6;0.76;1.46;84030;44.111059,5.106256;Salle socio-culturelle;Avenue du Grand Jardin;84330;Caromb;Salle socio-culturelle -  Caromb
84;Vaucluse;05;5ème circonscription;105;Saignon;0001;822;350;42.58;472;57.42;7;0.85;1.48;1;0.12;0.21;464;56.45;98.31;4;F;KRAFT;Sandrine;DVD;4;0.49;0.86;84105;43.862394,5.429887;Mairie - salle du conseil;Place de l'église;84400;Saignon;Mairie - salle du conseil -  Saignon
84;Vaucluse;05;5ème circonscription;144;Viens;0001;482;194;40.25;288;59.75;6;1.24;2.08;1;0.21;0.35000000000000003;281;58.3;97.57;7;M;REYNARD;Luc;RDG;7;1.45;2.49;84144;43.894217,5.565414;Salle des fêtes;Avenue Gilbert Bonnefoy-quartier les Blaquiéres;84750;Viens;Salle des fêtes -  Viens
84;Vaucluse;05;5ème circonscription;003;Apt;0001;930;518;55.7;412;44.3;10;1.08;2.43;4;0.43;0.97;398;42.8;96.6;6;M;PIERINI;Lucien;EXG;3;0.32;0.75;84003;43.875999,5.394814;Salle des fêtes- Entrée no1 a gauche;Place Gabriel Péri;84400;Apt;Salle des fêtes- Entrée no1 a gauche -  Apt
84;Vaucluse;05;5ème circonscription;089;Pertuis;0010;1136;721;63.47;415;36.53;5;0.44;1.2;2;0.18;0.48;408;35.92;98.31;11;M;VIARD;Jean;REM;163;14.35;39.95;84089;43.690013,5.504403;Ecole maternelle Saint Roch;Rue de Saint Roch;84120;Pertuis;Ecole maternelle Saint Roch -  Pertuis
84;Vaucluse;05;5ème circonscription;018;Blauvac;0001;404;163;40.35;241;59.65;5;1.24;2.07;6;1.49;2.49;230;56.93;95.44;6;M;PIERINI;Lucien;EXG;0;0.0;0.0;84018;44.040518,5.214909;Mairie;9 Quartier Sain Estève;84570;Blauvac;Mairie -  Blauvac
84;Vaucluse;05;5ème circonscription;114;Saint-Pantaléon;0001;144;66;45.83;78;54.17;2;1.3900000000000001;2.56;0;0.0;0.0;76;52.78;97.44;5;M;LECELLIER;Cédric;DVG;0;0.0;0.0;84114;43.881654,5.198158;Salle de la mairie;Place de la mairie;84220;Saint-Pantaléon;Salle de la mairie -  Saint-Pantaléon
84;Vaucluse;05;5ème circonscription;030;Caromb;0001;868;414;47.7;454;52.3;4;0.46;0.88;1;0.12;0.22;449;51.73;98.9;10;F;KADLER;Marie-Christine;ECO;15;1.73;3.34;84030;44.111059,5.106256;Salle socio-culturelle;Avenue du Grand Jardin;84330;Caromb;Salle socio-culturelle -  Caromb
84;Vaucluse;05;5ème circonscription;052;Grambois;0001;984;449;45.63;535;54.37;8;0.81;1.5;3;0.30000000000000004;0.56;524;53.25;97.94;2;M;AUBERT;Julien;LR;140;14.23;26.72;84052;43.762588,5.589066;Mairie - salle du conseil municipal;2,place de la mairie;84240;Grambois;Mairie - salle du conseil municipal -  Grambois
84;Vaucluse;05;5ème circonscription;041;Crillon-le-Brave;0001;434;192;44.24;242;55.76;3;0.6900000000000001;1.24;2;0.46;0.8300000000000001;237;54.61;97.93;3;F;THOMAS DE MALEVILLE;Marie;FN;47;10.83;19.83;84041;44.118537,5.143675;Mairie;Rue de l'église;84410;Crillon-le-Brave;Mairie -  Crillon-le-Brave
84;Vaucluse;05;5ème circonscription;089;Pertuis;0013;1011;552;54.6;459;45.4;7;0.6900000000000001;1.53;3;0.30000000000000004;0.65;449;44.41;97.82;11;M;VIARD;Jean;REM;166;16.42;36.97;84089;43.695607,5.495982;Ecole Primaire Henri Crevat;Boulevard Jean Guigues;84120;Pertuis;Ecole Primaire Henri Crevat -  Pertuis
84;Vaucluse;05;5ème circonscription;123;Sault;0001;942;352;37.37;590;62.63;20;2.12;3.39;4;0.42;0.68;566;60.08;95.93;8;M;CHOTARD;Stéphane;FI;74;7.86;13.07;84123;44.091912,5.40831;Hôtel de ville;Place du marché;84390;Sault;Hôtel de ville -  Sault
84;Vaucluse;05;5ème circonscription;089;Pertuis;0010;1136;721;63.47;415;36.53;5;0.44;1.2;2;0.18;0.48;408;35.92;98.31;3;F;THOMAS DE MALEVILLE;Marie;FN;64;5.63;15.69;84089;43.690013,5.504403;Ecole maternelle Saint Roch;Rue de Saint Roch;84120;Pertuis;Ecole maternelle Saint Roch -  Pertuis
84;Vaucluse;05;5ème circonscription;133;La Tour-d'Aigues;0002;1221;548;44.88;673;55.12;9;0.74;1.34;5;0.41000000000000003;0.74;659;53.97;97.92;4;F;KRAFT;Sandrine;DVD;6;0.49;0.91;84133;43.727043,5.549228;Ecole maternelle;Boulevard de la République;84240;La Tour-d'Aigues;Ecole maternelle -  La Tour-d'Aigues
84;Vaucluse;05;5ème circonscription;002;Ansouis;0001;880;419;47.61;461;52.39;1;0.11;0.22;14;1.589999999999999;3.04;446;50.68;96.75;1;M;CHALENÇON;Christophe;DVD;1;0.11;0.22;84002;43.737849,5.464846;Mairie - salle du conseil municipal;Place Saint Elzéar;84240;Ansouis;Mairie - salle du conseil municipal -  Ansouis
84;Vaucluse;05;5ème circonscription;089;Pertuis;0003;1025;596;58.15;429;41.85;4;0.39;0.93;6;0.59;1.4;419;40.88;97.67;2;M;AUBERT;Julien;LR;73;7.12;17.42;84089;43.692084,5.500762;Ecole primaire Albert Camus;Rue Giraud;84120;Pertuis;Ecole primaire Albert Camus -  Pertuis
84;Vaucluse;05;5ème circonscription;004;Aubignan;0002;970;547;56.39;423;43.61;11;1.13;2.6;1;0.1;0.24;411;42.37;97.16;7;M;REYNARD;Luc;RDG;16;1.65;3.89;84004;44.099223,5.015339;Salle polyvalente;225 Avenue Jean Henri Fabre;84810;Aubignan;Salle polyvalente -  Aubignan
84;Vaucluse;05;5ème circonscription;107;Saint-Christol;0001;468;228;48.72;240;51.28;8;1.71;3.33;3;0.64;1.25;229;48.93;95.42;12;F;FOREST;Nathalie;DLF;3;0.64;1.31;84107;44.029273,5.49188;Hôtel de ville;Place de la mairie;84390;Saint-Christol;Hôtel de ville -  Saint-Christol
84;Vaucluse;05;5ème circonscription;089;Pertuis;0009;1035;542;52.37;493;47.63;4;0.39;0.81;0;0.0;0.0;489;47.25;99.19;5;M;LECELLIER;Cédric;DVG;0;0.0;0.0;84089;43.691723,5.5087340000000005;Ecole Primaire La Burlière;Rue Didier Daurat;84120;Pertuis;Ecole Primaire La Burlière -  Pertuis
84;Vaucluse;05;5ème circonscription;121;Sannes;0001;176;85;48.3;91;51.7;5;2.84;5.49;0;0.0;0.0;86;48.86;94.51;7;M;REYNARD;Luc;RDG;0;0.0;0.0;84121;43.754468,5.490151;Mairie;1244,route départementale 27;84240;Sannes;Mairie -  Sannes
84;Vaucluse;05;5ème circonscription;018;Blauvac;0001;404;163;40.35;241;59.65;5;1.24;2.07;6;1.49;2.49;230;56.93;95.44;7;M;REYNARD;Luc;RDG;41;10.15;17.83;84018;44.040518,5.214909;Mairie;9 Quartier Sain Estève;84570;Blauvac;Mairie -  Blauvac
84;Vaucluse;05;5ème circonscription;013;Beaumettes;0001;216;79;36.57;137;63.43;4;1.85;2.92;1;0.46;0.73;132;61.11;96.35;8;M;CHOTARD;Stéphane;FI;12;5.5600000000000005;9.09;84013;43.862640999999996,5.194744;Mairie;Le Village;84220;Beaumettes;Mairie -  Beaumettes
84;Vaucluse;05;5ème circonscription;060;Lagarde-d'Apt;0001;36;13;36.11;23;63.89;0;0.0;0.0;0;0.0;0.0;23;63.89;100.0;6;M;PIERINI;Lucien;EXG;0;0.0;0.0;84060;43.986243,5.500015;Mairie;Le Village;84400;Lagarde-d'Apt;Mairie -  Lagarde-d'Apt
84;Vaucluse;05;5ème circonscription;004;Aubignan;0003;937;507;54.11;430;45.89;1;0.11;0.23;13;1.3900000000000001;3.02;416;44.4;96.74;13;F;MOREL;Véronique;DIV;2;0.21;0.48;84004;44.099223,5.015339;Salle polyvalente;225 Avenue Jean Henri Fabre;84810;Aubignan;Salle polyvalente -  Aubignan
84;Vaucluse;05;5ème circonscription;089;Pertuis;0015;870;458;52.64;412;47.36;1;0.11;0.24;4;0.46;0.97;407;46.78;98.79;4;F;KRAFT;Sandrine;DVD;2;0.23;0.49;84089;43.691723,5.5087340000000005;Ecole Primaire La Burlière;Rue Didier Daurat;84120;Pertuis;Ecole Primaire La Burlière -  Pertuis
84;Vaucluse;05;5ème circonscription;031;Carpentras;0001;620;406;65.48;214;34.52;3;0.48;1.4;5;0.81;2.34;206;33.23;96.26;13;F;MOREL;Véronique;DIV;3;0.48;1.46;84031;44.055484,5.048656;Hôtel de ville;Place Maurice Charretier;84200;Carpentras;Hôtel de ville -  Carpentras
84;Vaucluse;05;5ème circonscription;109;Saint-Hippolyte-le-Graveyron;0001;170;53;31.18;117;68.82;1;0.59;0.85;2;1.18;1.71;114;67.06;97.44;1;M;CHALENÇON;Christophe;DVD;1;0.59;0.88;84109;44.122694,5.074621;Mairie;1,route de Caromb;84330;Saint-Hippolyte-le-Graveyron;Mairie -  Saint-Hippolyte-le-Graveyron
84;Vaucluse;05;5ème circonscription;003;Apt;0008;792;421;53.16;371;46.84;7;0.88;1.8900000000000001;3;0.38;0.81;361;45.58;97.3;11;M;VIARD;Jean;REM;118;14.9;32.69;84003;43.875264,5.395545;Ecole maternelle les Romarins- salle de Réfectoire;Place Cély;84400;Apt;Ecole maternelle les Romarins- salle de Réfectoire -  Apt
84;Vaucluse;05;5ème circonscription;089;Pertuis;0008;910;492;54.07;418;45.93;9;0.99;2.15;1;0.11;0.24;408;44.84;97.61;4;F;KRAFT;Sandrine;DVD;3;0.33;0.74;84089;43.691723,5.5087340000000005;Ecole Primaire La Burlière;Rue Didier Daurat;84120;Pertuis;Ecole Primaire La Burlière -  Pertuis
84;Vaucluse;05;5ème circonscription;017;Bédoin;0002;884;330;37.33;554;62.67;4;0.45;0.72;5;0.5700000000000001;0.9;545;61.65;98.38;9;F;DAURES;Anne;ECO;13;1.47;2.39;84017;44.124824,5.214435;Centre culturel;100 Place de la Vigneronne;84410;Bédoin;Centre culturel -  Bédoin
84;Vaucluse;05;5ème circonscription;031;Carpentras;0006;670;323;48.21;347;51.79;8;1.19;2.31;1;0.15;0.29;338;50.45;97.41;1;M;CHALENÇON;Christophe;DVD;3;0.45;0.89;84031;44.064979,5.052566;Ecole maternelle des Amandiers;Rue André de Richaud;84200;Carpentras;Ecole maternelle des Amandiers -  Carpentras
84;Vaucluse;05;5ème circonscription;089;Pertuis;0006;930;497;53.44;433;46.56;5;0.54;1.15;5;0.54;1.15;423;45.48;97.69;13;F;MOREL;Véronique;DIV;3;0.32;0.71;84089;43.695607,5.495982;Ecole Primaire Henri Crevat;Boulevard Jean Guigues;84120;Pertuis;Ecole Primaire Henri Crevat -  Pertuis
84;Vaucluse;05;5ème circonscription;031;Carpentras;0007;950;638;67.16;312;32.84;7;0.74;2.24;4;0.42;1.28;301;31.68;96.47;9;F;DAURES;Anne;ECO;10;1.05;3.32;84031;44.064979,5.052566;Restaurant scolaire;Rue André de Richaud;84200;Carpentras;Restaurant scolaire -  Carpentras
84;Vaucluse;05;5ème circonscription;004;Aubignan;0001;1069;559;52.29;510;47.71;5;0.47000000000000003;0.98;1;0.09;0.2;504;47.15;98.82;9;F;DAURES;Anne;ECO;5;0.47000000000000003;0.99;84004;44.099223,5.015339;Salle polyvalente;225 Avenue Jean Henri Fabre;84810;Aubignan;Salle polyvalente -  Aubignan
84;Vaucluse;05;5ème circonscription;060;Lagarde-d'Apt;0001;36;13;36.11;23;63.89;0;0.0;0.0;0;0.0;0.0;23;63.89;100.0;10;F;KADLER;Marie-Christine;ECO;2;5.5600000000000005;8.7;84060;43.986243,5.500015;Mairie;Le Village;84400;Lagarde-d'Apt;Mairie -  Lagarde-d'Apt
84;Vaucluse;05;5ème circonscription;084;La Motte-d'Aigues;0001;1058;496;46.88;562;53.12;7;0.66;1.25;3;0.28;0.53;552;52.17;98.22;1;M;CHALENÇON;Christophe;DVD;1;0.09;0.18;84084;;Mairie;Parc Sosthène et Irma Reybaud;84240;La Motte-d'Aigues;Mairie -  La Motte-d'Aigues
84;Vaucluse;05;5ème circonscription;014;Beaumont-de-Pertuis;0001;883;425;48.13;458;51.87;9;1.02;1.97;3;0.34;0.66;446;50.51;97.38;7;M;REYNARD;Luc;RDG;3;0.34;0.67;84014;43.737113,5.693348;Mairie - salle des cérémonies;Avenue de Verdun;84120;Beaumont-de-Pertuis;Mairie - salle des cérémonies -  Beaumont-de-Pertuis
84;Vaucluse;05;5ème circonscription;089;Pertuis;0007;923;491;53.2;432;46.8;6;0.65;1.3900000000000001;3;0.33;0.6900000000000001;423;45.83;97.92;12;F;FOREST;Nathalie;DLF;9;0.98;2.13;84089;43.691723,5.5087340000000005;Ecole Primaire La Burlière;Rue Didier Daurat;84120;Pertuis;Ecole Primaire La Burlière -  Pertuis
84;Vaucluse;05;5ème circonscription;031;Carpentras;0003;852;432;50.7;420;49.3;8;0.9400000000000001;1.9;3;0.35000000000000003;0.71;409;48.0;97.38;12;F;FOREST;Nathalie;DLF;11;1.29;2.69;84031;44.056646,5.051192;"Ecole Nord Mixte ""A""";Boulevard Alfred Rogier;84200;Carpentras;"Ecole Nord Mixte ""A"" -  Carpentras"
84;Vaucluse;05;5ème circonscription;118;Saint-Saturnin-lès-Apt;0003;798;316;39.6;482;60.4;6;0.75;1.24;0;0.0;0.0;476;59.65;98.76;4;F;KRAFT;Sandrine;DVD;3;0.38;0.63;84118;43.942466,5.382236;Local activités gymniques;Avenue Jean Geoffroy;84490;Saint-Saturnin-lès-Apt;Local activités gymniques -  Saint-Saturnin-lès-Apt
84;Vaucluse;05;5ème circonscription;003;Apt;0001;930;518;55.7;412;44.3;10;1.08;2.43;4;0.43;0.97;398;42.8;96.6;13;F;MOREL;Véronique;DIV;2;0.22;0.5;84003;43.875999,5.394814;Salle des fêtes- Entrée no1 a gauche;Place Gabriel Péri;84400;Apt;Salle des fêtes- Entrée no1 a gauche -  Apt
84;Vaucluse;05;5ème circonscription;082;Mormoiron;0002;689;321;46.59;368;53.41;3;0.44;0.8200000000000001;1;0.15;0.27;364;52.83;98.91;3;F;THOMAS DE MALEVILLE;Marie;FN;58;8.42;15.93;84082;44.06764,5.182222;Bâtiment le Clos;70,Place du Clos;84570;Mormoiron;Bâtiment le Clos -  Mormoiron
84;Vaucluse;05;5ème circonscription;103;Rustrel;0001;544;241;44.3;303;55.7;4;0.74;1.32;1;0.18;0.33;298;54.78;98.35;7;M;REYNARD;Luc;RDG;7;1.29;2.35;84103;43.923848,5.488685;Groupe scolaire;Quartier Brieugne;84400;Rustrel;Groupe scolaire -  Rustrel
84;Vaucluse;05;5ème circonscription;113;Saint-Martin-de-la-Brasque;0001;620;260;41.94;360;58.06;9;1.45;2.5;2;0.32;0.56;349;56.29;96.94;11;M;VIARD;Jean;REM;131;21.13;37.54;84113;43.769593,5.536302;Mairie - salle du conseil;6 Cours du Mont Libre;84760;Saint-Martin-de-la-Brasque;Mairie - salle du conseil -  Saint-Martin-de-la-Brasque
84;Vaucluse;05;5ème circonscription;013;Beaumettes;0001;216;79;36.57;137;63.43;4;1.85;2.92;1;0.46;0.73;132;61.11;96.35;10;F;KADLER;Marie-Christine;ECO;5;2.31;3.79;84013;43.862640999999996,5.194744;Mairie;Le Village;84220;Beaumettes;Mairie -  Beaumettes
84;Vaucluse;05;5ème circonscription;144;Viens;0001;482;194;40.25;288;59.75;6;1.24;2.08;1;0.21;0.35000000000000003;281;58.3;97.57;13;F;MOREL;Véronique;DIV;2;0.41000000000000003;0.71;84144;43.894217,5.565414;Salle des fêtes;Avenue Gilbert Bonnefoy-quartier les Blaquiéres;84750;Viens;Salle des fêtes -  Viens
84;Vaucluse;05;5ème circonscription;031;Carpentras;0004;1155;584;50.56;571;49.44;7;0.61;1.23;5;0.43;0.88;559;48.4;97.9;12;F;FOREST;Nathalie;DLF;6;0.52;1.07;84031;44.070776,5.05622;Salle polyvalente de Serres;Avenue Saint Roch;84200;Carpentras;Salle polyvalente de Serres -  Carpentras
84;Vaucluse;05;5ème circonscription;085;Murs;0001;351;149;42.45;202;57.55;2;0.5700000000000001;0.99;2;0.5700000000000001;0.99;198;56.41;98.02;6;M;PIERINI;Lucien;EXG;1;0.28;0.51;84085;43.95541,5.232163;Ecole de Murs- Cantine scolaire;Le village;84220;Murs;Ecole de Murs- Cantine scolaire -  Murs
84;Vaucluse;05;5ème circonscription;109;Saint-Hippolyte-le-Graveyron;0001;170;53;31.18;117;68.82;1;0.59;0.85;2;1.18;1.71;114;67.06;97.44;13;F;MOREL;Véronique;DIV;2;1.18;1.75;84109;44.122694,5.074621;Mairie;1,route de Caromb;84330;Saint-Hippolyte-le-Graveyron;Mairie -  Saint-Hippolyte-le-Graveyron
84;Vaucluse;05;5ème circonscription;009;La Bastide-des-Jourdans;0001;1137;572;50.31;565;49.69;4;0.35000000000000003;0.71;10;0.88;1.77;551;48.46;97.52;12;F;FOREST;Nathalie;DLF;5;0.44;0.91;84009;43.784644,5.63319;Mairie - salle des mariages;1, cours de la République;84240;La Bastide-des-Jourdans;Mairie - salle des mariages -  La Bastide-des-Jourdans
84;Vaucluse;05;5ème circonscription;121;Sannes;0001;176;85;48.3;91;51.7;5;2.84;5.49;0;0.0;0.0;86;48.86;94.51;8;M;CHOTARD;Stéphane;FI;10;5.68;11.63;84121;43.754468,5.490151;Mairie;1244,route départementale 27;84240;Sannes;Mairie -  Sannes
84;Vaucluse;05;5ème circonscription;089;Pertuis;0001;873;546;62.54;327;37.46;7;0.8;2.14;1;0.11;0.31;319;36.54;97.55;9;F;DAURES;Anne;ECO;7;0.8;2.19;84089;43.692084,5.500762;Ecole primaire Albert Camus;Rue Giraud;84120;Pertuis;Ecole primaire Albert Camus -  Pertuis
84;Vaucluse;05;5ème circonscription;089;Pertuis;0008;910;492;54.07;418;45.93;9;0.99;2.15;1;0.11;0.24;408;44.84;97.61;3;F;THOMAS DE MALEVILLE;Marie;FN;58;6.37;14.22;84089;43.691723,5.5087340000000005;Ecole Primaire La Burlière;Rue Didier Daurat;84120;Pertuis;Ecole Primaire La Burlière -  Pertuis
84;Vaucluse;05;5ème circonscription;031;Carpentras;0008;1139;603;52.94;536;47.06;4;0.35000000000000003;0.75;3;0.26;0.56;529;46.44;98.69;3;F;THOMAS DE MALEVILLE;Marie;FN;156;13.7;29.49;84031;44.064979,5.052566;Restaurant scolaire;Rue André de Richaud;84200;Carpentras;Restaurant scolaire -  Carpentras
84;Vaucluse;05;5ème circonscription;060;Lagarde-d'Apt;0001;36;13;36.11;23;63.89;0;0.0;0.0;0;0.0;0.0;23;63.89;100.0;9;F;DAURES;Anne;ECO;0;0.0;0.0;84060;43.986243,5.500015;Mairie;Le Village;84400;Lagarde-d'Apt;Mairie -  Lagarde-d'Apt
84;Vaucluse;05;5ème circonscription;145;Villars;0001;595;243;40.84;352;59.16;8;1.34;2.27;0;0.0;0.0;344;57.82;97.73;7;M;REYNARD;Luc;RDG;7;1.18;2.03;84145;43.923145,5.406618;Salle polyvalente;Route des Petits Cléments;84400;Villars;Salle polyvalente -  Villars
84;Vaucluse;05;5ème circonscription;089;Pertuis;0003;1025;596;58.15;429;41.85;4;0.39;0.93;6;0.59;1.4;419;40.88;97.67;12;F;FOREST;Nathalie;DLF;5;0.49;1.19;84089;43.692084,5.500762;Ecole primaire Albert Camus;Rue Giraud;84120;Pertuis;Ecole primaire Albert Camus -  Pertuis
84;Vaucluse;05;5ème circonscription;017;Bédoin;0003;817;330;40.39;487;59.61;10;1.22;2.05;0;0.0;0.0;477;58.38;97.95;2;M;AUBERT;Julien;LR;113;13.83;23.69;84017;44.124824,5.214435;Centre culturel;100 Place de la Vigneronne;84410;Bédoin;Centre culturel -  Bédoin
84;Vaucluse;05;5ème circonscription;003;Apt;0009;792;372;46.97;420;53.03;7;0.88;1.67;4;0.51;0.9500000000000001;409;51.64;97.38;3;F;THOMAS DE MALEVILLE;Marie;FN;51;6.44;12.47;84003;43.875999,5.394814;Salle des fêtes- entrée no4 - a droite;Place Gabriel Péri;84400;Apt;Salle des fêtes- entrée no4 - a droite -  Apt
84;Vaucluse;05;5ème circonscription;089;Pertuis;0001;873;546;62.54;327;37.46;7;0.8;2.14;1;0.11;0.31;319;36.54;97.55;4;F;KRAFT;Sandrine;DVD;3;0.34;0.9400000000000001;84089;43.692084,5.500762;Ecole primaire Albert Camus;Rue Giraud;84120;Pertuis;Ecole primaire Albert Camus -  Pertuis
