Code du département;Département;Code de la circonscription;Circonscription;Code de la commune;Commune;Bureau de vote;Inscrits;Abstentions;% Abs/Ins;Votants;% Vot/Ins;Blancs;% Blancs/Ins;% Blancs/Vot;Nuls;% Nuls/Ins;% Nuls/Vot;Exprimés;% Exp/Ins;% Exp/Vot;N°Panneau;Sexe;Nom;Prénom;Nuance;Voix;% Voix/Ins;% Voix/Exp;Code Insee;Coordonnées;Nom Bureau Vote;Adresse;Code Postal;Ville;uniq_bdv
84;Vaucluse;05;5ème circonscription;017;Bédoin;0003;817;330;40.39;487;59.61;10;1.22;2.05;0;0.0;0.0;477;58.38;97.95;4;F;KRAFT;Sandrine;DVD;3;0.37;0.63;84017;44.124824,5.214435;Centre culturel;100 Place de la Vigneronne;84410;Bédoin;Centre culturel -  Bédoin
84;Vaucluse;05;5ème circonscription;075;Méthamis;0001;351;161;45.87;190;54.13;5;1.42;2.63;0;0.0;0.0;185;52.71;97.37;12;F;FOREST;Nathalie;DLF;1;0.28;0.54;84075;44.01365,5.220549;Salle communale;Haut du Village;84570;Méthamis;Salle communale -  Méthamis
84;Vaucluse;05;5ème circonscription;031;Carpentras;0009;1027;556;54.14;471;45.86;9;0.88;1.9100000000000001;5;0.49;1.06;457;44.5;97.03;8;M;CHOTARD;Stéphane;FI;53;5.16;11.6;84031;44.058273,5.046041;Ecole Primaire La Roseraie;Rue Fleurie;84200;Carpentras;Ecole Primaire La Roseraie -  Carpentras
84;Vaucluse;05;5ème circonscription;122;Sarrians;0004;899;559;62.18;340;37.82;11;1.22;3.24;3;0.33;0.88;326;36.26;95.88;4;F;KRAFT;Sandrine;DVD;13;1.45;3.99;84122;44.08009,4.976618;Salle des Fêtes frédéric Mistral;178,Avenue de la Camargue;84260;Sarrians;Salle des Fêtes frédéric Mistral -  Sarrians
84;Vaucluse;05;5ème circonscription;089;Pertuis;0013;1011;552;54.6;459;45.4;7;0.6900000000000001;1.53;3;0.30000000000000004;0.65;449;44.41;97.82;8;M;CHOTARD;Stéphane;FI;56;5.54;12.47;84089;43.695607,5.495982;Ecole Primaire Henri Crevat;Boulevard Jean Guigues;84120;Pertuis;Ecole Primaire Henri Crevat -  Pertuis
84;Vaucluse;05;5ème circonscription;103;Rustrel;0001;544;241;44.3;303;55.7;4;0.74;1.32;1;0.18;0.33;298;54.78;98.35;11;M;VIARD;Jean;REM;80;14.71;26.85;84103;43.923848,5.488685;Groupe scolaire;Quartier Brieugne;84400;Rustrel;Groupe scolaire -  Rustrel
84;Vaucluse;05;5ème circonscription;133;La Tour-d'Aigues;0003;1068;492;46.07;576;53.93;13;1.22;2.26;2;0.19;0.35000000000000003;561;52.53;97.4;7;M;REYNARD;Luc;RDG;17;1.589999999999999;3.03;84133;43.727043,5.549228;Ecole maternelle;Boulevard de la République;84240;La Tour-d'Aigues;Ecole maternelle -  La Tour-d'Aigues
84;Vaucluse;05;5ème circonscription;031;Carpentras;0003;852;432;50.7;420;49.3;8;0.9400000000000001;1.9;3;0.35000000000000003;0.71;409;48.0;97.38;9;F;DAURES;Anne;ECO;4;0.47000000000000003;0.98;84031;44.056646,5.051192;"Ecole Nord Mixte ""A""";Boulevard Alfred Rogier;84200;Carpentras;"Ecole Nord Mixte ""A"" -  Carpentras"
84;Vaucluse;05;5ème circonscription;089;Pertuis;0009;1035;542;52.37;493;47.63;4;0.39;0.81;0;0.0;0.0;489;47.25;99.19;9;F;DAURES;Anne;ECO;1;0.1;0.2;84089;43.691723,5.5087340000000005;Ecole Primaire La Burlière;Rue Didier Daurat;84120;Pertuis;Ecole Primaire La Burlière -  Pertuis
84;Vaucluse;05;5ème circonscription;060;Lagarde-d'Apt;0001;36;13;36.11;23;63.89;0;0.0;0.0;0;0.0;0.0;23;63.89;100.0;2;M;AUBERT;Julien;LR;13;36.11;56.52;84060;43.986243,5.500015;Mairie;Le Village;84400;Lagarde-d'Apt;Mairie -  Lagarde-d'Apt
84;Vaucluse;05;5ème circonscription;030;Caromb;0002;917;408;44.49;509;55.51;2;0.22;0.39;0;0.0;0.0;507;55.29;99.61;12;F;FOREST;Nathalie;DLF;6;0.65;1.18;84030;44.111059,5.106256;Salle socio-culturelle;Avenue du Grand Jardin;84330;Caromb;Salle socio-culturelle -  Caromb
84;Vaucluse;05;5ème circonscription;041;Crillon-le-Brave;0001;434;192;44.24;242;55.76;3;0.6900000000000001;1.24;2;0.46;0.8300000000000001;237;54.61;97.93;6;M;PIERINI;Lucien;EXG;0;0.0;0.0;84041;44.118537,5.143675;Mairie;Rue de l'église;84410;Crillon-le-Brave;Mairie -  Crillon-le-Brave
84;Vaucluse;05;5ème circonscription;047;Gargas;0001;1277;637;49.88;640;50.12;15;1.17;2.34;1;0.08;0.16;624;48.86;97.5;1;M;CHALENÇON;Christophe;DVD;0;0.0;0.0;84047;43.901547,5.358007;Ecole élémentaire;400,avenue des Cordiers;84400;Gargas;Ecole élémentaire -  Gargas
84;Vaucluse;05;5ème circonscription;089;Pertuis;0007;923;491;53.2;432;46.8;6;0.65;1.3900000000000001;3;0.33;0.6900000000000001;423;45.83;97.92;6;M;PIERINI;Lucien;EXG;1;0.11;0.24;84089;43.691723,5.5087340000000005;Ecole Primaire La Burlière;Rue Didier Daurat;84120;Pertuis;Ecole Primaire La Burlière -  Pertuis
84;Vaucluse;05;5ème circonscription;079;Monieux;0001;264;86;32.58;178;67.42;1;0.38;0.56;2;0.76;1.12;175;66.29;98.31;8;M;CHOTARD;Stéphane;FI;15;5.68;8.57;84079;44.045628,5.348606;Mairie;Place Jean Galbert;84390;Monieux;Mairie -  Monieux
84;Vaucluse;05;5ème circonscription;089;Pertuis;0009;1035;542;52.37;493;47.63;4;0.39;0.81;0;0.0;0.0;489;47.25;99.19;7;M;REYNARD;Luc;RDG;8;0.77;1.6400000000000001;84089;43.691723,5.5087340000000005;Ecole Primaire La Burlière;Rue Didier Daurat;84120;Pertuis;Ecole Primaire La Burlière -  Pertuis
84;Vaucluse;05;5ème circonscription;089;Pertuis;0015;870;458;52.64;412;47.36;1;0.11;0.24;4;0.46;0.97;407;46.78;98.79;2;M;AUBERT;Julien;LR;80;9.2;19.66;84089;43.691723,5.5087340000000005;Ecole Primaire La Burlière;Rue Didier Daurat;84120;Pertuis;Ecole Primaire La Burlière -  Pertuis
84;Vaucluse;05;5ème circonscription;030;Caromb;0003;792;373;47.1;419;52.9;5;0.63;1.19;2;0.25;0.48;412;52.02;98.33;11;M;VIARD;Jean;REM;111;14.02;26.94;84030;44.111059,5.106256;Salle socio-culturelle;Avenue du Grand Jardin;84330;Caromb;Salle socio-culturelle -  Caromb
84;Vaucluse;05;5ème circonscription;017;Bédoin;0001;886;364;41.08;522;58.92;3;0.34;0.5700000000000001;5;0.56;0.96;514;58.01;98.47;6;M;PIERINI;Lucien;EXG;2;0.23;0.39;84017;44.124824,5.214435;Centre culturel;100 Place de la Vigneronne;84410;Bédoin;Centre culturel -  Bédoin
84;Vaucluse;05;5ème circonscription;123;Sault;0002;102;42;41.18;60;58.82;0;0.0;0.0;1;0.98;1.67;59;57.84;98.33;4;F;KRAFT;Sandrine;DVD;0;0.0;0.0;84123;44.089267,5.417603;Hameau de Saint Jean(encienne ecole);Hameau de Saint Jean;84390;Sault;Hameau de Saint Jean(encienne ecole) -  Sault
84;Vaucluse;05;5ème circonscription;103;Rustrel;0001;544;241;44.3;303;55.7;4;0.74;1.32;1;0.18;0.33;298;54.78;98.35;8;M;CHOTARD;Stéphane;FI;36;6.62;12.08;84103;43.923848,5.488685;Groupe scolaire;Quartier Brieugne;84400;Rustrel;Groupe scolaire -  Rustrel
84;Vaucluse;05;5ème circonscription;030;Caromb;0001;868;414;47.7;454;52.3;4;0.46;0.88;1;0.12;0.22;449;51.73;98.9;3;F;THOMAS DE MALEVILLE;Marie;FN;117;13.48;26.06;84030;44.111059,5.106256;Salle socio-culturelle;Avenue du Grand Jardin;84330;Caromb;Salle socio-culturelle -  Caromb
84;Vaucluse;05;5ème circonscription;057;Joucas;0001;290;115;39.66;175;60.34;1;0.34;0.5700000000000001;2;0.6900000000000001;1.1400000000000001;172;59.31;98.29;11;M;VIARD;Jean;REM;65;22.41;37.79;84057;43.925594,5.255579;Centre culturel;Les Coulaux;84220;Joucas;Centre culturel -  Joucas
84;Vaucluse;05;5ème circonscription;003;Apt;0008;792;421;53.16;371;46.84;7;0.88;1.8900000000000001;3;0.38;0.81;361;45.58;97.3;9;F;DAURES;Anne;ECO;2;0.25;0.55;84003;43.875264,5.395545;Ecole maternelle les Romarins- salle de Réfectoire;Place Cély;84400;Apt;Ecole maternelle les Romarins- salle de Réfectoire -  Apt
84;Vaucluse;05;5ème circonscription;066;Lioux;0001;236;111;47.03;125;52.97;1;0.42;0.8;0;0.0;0.0;124;52.54;99.2;13;F;MOREL;Véronique;DIV;0;0.0;0.0;84066;43.979351,5.307678;Mairie - salle du conseil;Le Village;84220;Lioux;Mairie - salle du conseil -  Lioux
84;Vaucluse;05;5ème circonscription;082;Mormoiron;0001;662;259;39.12;403;60.88;4;0.6000000000000001;0.99;3;0.45;0.74;396;59.82;98.26;13;F;MOREL;Véronique;DIV;4;0.6000000000000001;1.01;84082;44.06764,5.182222;Bâtiment le Clos;66,Place du Clos;84570;Mormoiron;Bâtiment le Clos -  Mormoiron
84;Vaucluse;05;5ème circonscription;033;Castellet;0001;105;30;28.57;75;71.43;0;0.0;0.0;1;0.9500000000000001;1.33;74;70.48;98.67;5;M;LECELLIER;Cédric;DVG;1;0.9500000000000001;1.35;84033;43.839069,5.47787;Salle communale;Rue de L'Ancienne mairie-le village;84400;Castellet;Salle communale -  Castellet
84;Vaucluse;05;5ème circonscription;050;Gordes;0003;540;242;44.81;298;55.19;8;1.48;2.68;2;0.37;0.67;288;53.33;96.64;11;M;VIARD;Jean;REM;106;19.63;36.81;84050;43.914544,5.20089;Ecole Elémentaire Les Amandiers;Route de Murs;84220;Gordes;Ecole Elémentaire Les Amandiers -  Gordes
84;Vaucluse;05;5ème circonscription;118;Saint-Saturnin-lès-Apt;0001;700;295;42.14;405;57.86;4;0.5700000000000001;0.99;0;0.0;0.0;401;57.29;99.01;5;M;LECELLIER;Cédric;DVG;2;0.29;0.5;84118;43.943996,5.383472;Mairie;9 place de la mairie;84490;Saint-Saturnin-lès-Apt;Mairie -  Saint-Saturnin-lès-Apt
84;Vaucluse;05;5ème circonscription;089;Pertuis;0003;1025;596;58.15;429;41.85;4;0.39;0.93;6;0.59;1.4;419;40.88;97.67;9;F;DAURES;Anne;ECO;8;0.78;1.9100000000000001;84089;43.692084,5.500762;Ecole primaire Albert Camus;Rue Giraud;84120;Pertuis;Ecole primaire Albert Camus -  Pertuis
84;Vaucluse;05;5ème circonscription;123;Sault;0001;942;352;37.37;590;62.63;20;2.12;3.39;4;0.42;0.68;566;60.08;95.93;4;F;KRAFT;Sandrine;DVD;0;0.0;0.0;84123;44.091912,5.40831;Hôtel de ville;Place du marché;84390;Sault;Hôtel de ville -  Sault
84;Vaucluse;05;5ème circonscription;122;Sarrians;0005;860;540;62.79;320;37.21;10;1.16;3.13;2;0.23;0.63;308;35.81;96.25;13;F;MOREL;Véronique;DIV;1;0.12;0.32;84122;;;;;;
84;Vaucluse;05;5ème circonscription;009;La Bastide-des-Jourdans;0001;1137;572;50.31;565;49.69;4;0.35000000000000003;0.71;10;0.88;1.77;551;48.46;97.52;1;M;CHALENÇON;Christophe;DVD;2;0.18;0.36;84009;43.784644,5.63319;Mairie - salle des mariages;1, cours de la République;84240;La Bastide-des-Jourdans;Mairie - salle des mariages -  La Bastide-des-Jourdans
84;Vaucluse;05;5ème circonscription;003;Apt;0005;771;510;66.15;261;33.85;7;0.91;2.68;2;0.26;0.77;252;32.68;96.55;5;M;LECELLIER;Cédric;DVG;0;0.0;0.0;84003;43.874984,5.395975;Ecole maternelle La Ruche- Salle de Jeux - entrée droite;Rue Gambetta;84400;Apt;Ecole maternelle La Ruche- Salle de Jeux - entrée droite -  Apt
84;Vaucluse;05;5ème circonscription;123;Sault;0002;102;42;41.18;60;58.82;0;0.0;0.0;1;0.98;1.67;59;57.84;98.33;6;M;PIERINI;Lucien;EXG;0;0.0;0.0;84123;44.089267,5.417603;Hameau de Saint Jean(encienne ecole);Hameau de Saint Jean;84390;Sault;Hameau de Saint Jean(encienne ecole) -  Sault
84;Vaucluse;05;5ème circonscription;050;Gordes;0001;488;185;37.91;303;62.09;8;1.6400000000000001;2.64;0;0.0;0.0;295;60.45;97.36;3;F;THOMAS DE MALEVILLE;Marie;FN;35;7.17;11.86;84050;43.911255,5.200019;Hôtel Simiane de Gordes;Place du château;84220;Gordes;Hôtel Simiane de Gordes -  Gordes
84;Vaucluse;05;5ème circonscription;089;Pertuis;0015;870;458;52.64;412;47.36;1;0.11;0.24;4;0.46;0.97;407;46.78;98.79;7;M;REYNARD;Luc;RDG;9;1.03;2.21;84089;43.691723,5.5087340000000005;Ecole Primaire La Burlière;Rue Didier Daurat;84120;Pertuis;Ecole Primaire La Burlière -  Pertuis
84;Vaucluse;05;5ème circonscription;144;Viens;0001;482;194;40.25;288;59.75;6;1.24;2.08;1;0.21;0.35000000000000003;281;58.3;97.57;6;M;PIERINI;Lucien;EXG;2;0.41000000000000003;0.71;84144;43.894217,5.565414;Salle des fêtes;Avenue Gilbert Bonnefoy-quartier les Blaquiéres;84750;Viens;Salle des fêtes -  Viens
84;Vaucluse;05;5ème circonscription;089;Pertuis;0002;971;519;53.45;452;46.55;9;0.93;1.99;2;0.21;0.44;441;45.42;97.57;2;M;AUBERT;Julien;LR;91;9.37;20.63;84089;43.692084,5.500762;Ecole primaire Albert Camus;Rue Giraud;84120;Pertuis;Ecole primaire Albert Camus -  Pertuis
84;Vaucluse;05;5ème circonscription;030;Caromb;0002;917;408;44.49;509;55.51;2;0.22;0.39;0;0.0;0.0;507;55.29;99.61;6;M;PIERINI;Lucien;EXG;2;0.22;0.39;84030;44.111059,5.106256;Salle socio-culturelle;Avenue du Grand Jardin;84330;Caromb;Salle socio-culturelle -  Caromb
84;Vaucluse;05;5ème circonscription;014;Beaumont-de-Pertuis;0001;883;425;48.13;458;51.87;9;1.02;1.97;3;0.34;0.66;446;50.51;97.38;11;M;VIARD;Jean;REM;127;14.38;28.48;84014;43.737113,5.693348;Mairie - salle des cérémonies;Avenue de Verdun;84120;Beaumont-de-Pertuis;Mairie - salle des cérémonies -  Beaumont-de-Pertuis
84;Vaucluse;05;5ème circonscription;003;Apt;0007;871;476;54.65;395;45.35;4;0.46;1.01;4;0.46;1.01;387;44.43;97.97;2;M;AUBERT;Julien;LR;96;11.02;24.81;84003;43.875999,5.394814;Salle des fêtes -entrée no3- a Gauche;Place Gabriel Péri;84400;Apt;Salle des fêtes -entrée no3- a Gauche -  Apt
84;Vaucluse;05;5ème circonscription;031;Carpentras;0008;1139;603;52.94;536;47.06;4;0.35000000000000003;0.75;3;0.26;0.56;529;46.44;98.69;6;M;PIERINI;Lucien;EXG;2;0.18;0.38;84031;44.064979,5.052566;Restaurant scolaire;Rue André de Richaud;84200;Carpentras;Restaurant scolaire -  Carpentras
84;Vaucluse;05;5ème circonscription;079;Monieux;0001;264;86;32.58;178;67.42;1;0.38;0.56;2;0.76;1.12;175;66.29;98.31;10;F;KADLER;Marie-Christine;ECO;10;3.79;5.71;84079;44.045628,5.348606;Mairie;Place Jean Galbert;84390;Monieux;Mairie -  Monieux
84;Vaucluse;05;5ème circonscription;076;Mirabeau;0001;1015;413;40.69;602;59.31;7;0.6900000000000001;1.16;3;0.30000000000000004;0.5;592;58.33;98.34;8;M;CHOTARD;Stéphane;FI;91;8.97;15.37;84076;43.705128,5.656601;Mairie - salle du conseil municipal;8,Rue de la Mairie;84120;Mirabeau;Mairie - salle du conseil municipal -  Mirabeau
84;Vaucluse;05;5ème circonscription;109;Saint-Hippolyte-le-Graveyron;0001;170;53;31.18;117;68.82;1;0.59;0.85;2;1.18;1.71;114;67.06;97.44;10;F;KADLER;Marie-Christine;ECO;0;0.0;0.0;84109;44.122694,5.074621;Mairie;1,route de Caromb;84330;Saint-Hippolyte-le-Graveyron;Mairie -  Saint-Hippolyte-le-Graveyron
84;Vaucluse;05;5ème circonscription;031;Carpentras;0001;620;406;65.48;214;34.52;3;0.48;1.4;5;0.81;2.34;206;33.23;96.26;8;M;CHOTARD;Stéphane;FI;34;5.48;16.5;84031;44.055484,5.048656;Hôtel de ville;Place Maurice Charretier;84200;Carpentras;Hôtel de ville -  Carpentras
84;Vaucluse;05;5ème circonscription;118;Saint-Saturnin-lès-Apt;0003;798;316;39.6;482;60.4;6;0.75;1.24;0;0.0;0.0;476;59.65;98.76;9;F;DAURES;Anne;ECO;4;0.5;0.84;84118;43.942466,5.382236;Local activités gymniques;Avenue Jean Geoffroy;84490;Saint-Saturnin-lès-Apt;Local activités gymniques -  Saint-Saturnin-lès-Apt
84;Vaucluse;05;5ème circonscription;089;Pertuis;0001;873;546;62.54;327;37.46;7;0.8;2.14;1;0.11;0.31;319;36.54;97.55;6;M;PIERINI;Lucien;EXG;3;0.34;0.9400000000000001;84089;43.692084,5.500762;Ecole primaire Albert Camus;Rue Giraud;84120;Pertuis;Ecole primaire Albert Camus -  Pertuis
84;Vaucluse;05;5ème circonscription;047;Gargas;0002;1140;549;48.16;591;51.84;9;0.79;1.52;3;0.26;0.51;579;50.79;97.97;13;F;MOREL;Véronique;DIV;6;0.53;1.04;84047;43.901763,5.358324;Salle polyvalente;94 Rue du Stade;84400;Gargas;Salle polyvalente -  Gargas
84;Vaucluse;05;5ème circonscription;148;Villes-sur-Auzon;0001;972;454;46.71;518;53.29;8;0.8200000000000001;1.54;5;0.51;0.97;505;51.95;97.49;3;F;THOMAS DE MALEVILLE;Marie;FN;78;8.02;15.45;84148;44.056232,5.234436;Salle multifonctions;Rue Villeneuve;84570;Villes-sur-Auzon;Salle multifonctions -  Villes-sur-Auzon
84;Vaucluse;05;5ème circonscription;031;Carpentras;0002;846;475;56.15;371;43.85;5;0.59;1.35;3;0.35000000000000003;0.81;363;42.91;97.84;9;F;DAURES;Anne;ECO;6;0.71;1.65;84031;44.056646,5.051192;"Ecole Nord Mixte ""A""";Boulevard Alfred Rogier;84200;Carpentras;"Ecole Nord Mixte ""A"" -  Carpentras"
84;Vaucluse;05;5ème circonscription;003;Apt;0009;792;372;46.97;420;53.03;7;0.88;1.67;4;0.51;0.9500000000000001;409;51.64;97.38;8;M;CHOTARD;Stéphane;FI;32;4.04;7.82;84003;43.875999,5.394814;Salle des fêtes- entrée no4 - a droite;Place Gabriel Péri;84400;Apt;Salle des fêtes- entrée no4 - a droite -  Apt
84;Vaucluse;05;5ème circonscription;003;Apt;0004;772;486;62.95;286;37.05;3;0.39;1.05;2;0.26;0.7000000000000001;281;36.4;98.25;9;F;DAURES;Anne;ECO;8;1.04;2.85;84003;43.874984,5.395975;Ecole maternelle La Ruche- Salle de classe;Rue Gambetta;84400;Apt;Ecole maternelle La Ruche- Salle de classe -  Apt
84;Vaucluse;05;5ème circonscription;004;Aubignan;0004;1060;553;52.17;507;47.83;11;1.04;2.17;2;0.19;0.39;494;46.6;97.44;1;M;CHALENÇON;Christophe;DVD;1;0.09;0.2;84004;44.099223,5.015339;Salle polyvalente;225 Avenue Jean Henri Fabre;84810;Aubignan;Salle polyvalente -  Aubignan
84;Vaucluse;05;5ème circonscription;105;Saignon;0001;822;350;42.58;472;57.42;7;0.85;1.48;1;0.12;0.21;464;56.45;98.31;12;F;FOREST;Nathalie;DLF;2;0.24;0.43;84105;43.862394,5.429887;Mairie - salle du conseil;Place de l'église;84400;Saignon;Mairie - salle du conseil -  Saignon
84;Vaucluse;05;5ème circonscription;030;Caromb;0002;917;408;44.49;509;55.51;2;0.22;0.39;0;0.0;0.0;507;55.29;99.61;4;F;KRAFT;Sandrine;DVD;2;0.22;0.39;84030;44.111059,5.106256;Salle socio-culturelle;Avenue du Grand Jardin;84330;Caromb;Salle socio-culturelle -  Caromb
84;Vaucluse;05;5ème circonscription;052;Grambois;0001;984;449;45.63;535;54.37;8;0.81;1.5;3;0.30000000000000004;0.56;524;53.25;97.94;8;M;CHOTARD;Stéphane;FI;62;6.3;11.83;84052;43.762588,5.589066;Mairie - salle du conseil municipal;2,place de la mairie;84240;Grambois;Mairie - salle du conseil municipal -  Grambois
84;Vaucluse;05;5ème circonscription;031;Carpentras;0005;796;372;46.73;424;53.27;5;0.63;1.18;6;0.75;1.42;413;51.88;97.41;12;F;FOREST;Nathalie;DLF;11;1.38;2.66;84031;44.070776,5.05622;Salle polyvalente de Serres;Avenue Saint Roch;84200;Carpentras;Salle polyvalente de Serres -  Carpentras
84;Vaucluse;05;5ème circonscription;144;Viens;0001;482;194;40.25;288;59.75;6;1.24;2.08;1;0.21;0.35000000000000003;281;58.3;97.57;8;M;CHOTARD;Stéphane;FI;65;13.49;23.13;84144;43.894217,5.565414;Salle des fêtes;Avenue Gilbert Bonnefoy-quartier les Blaquiéres;84750;Viens;Salle des fêtes -  Viens
84;Vaucluse;05;5ème circonscription;024;Cabrières-d'Aigues;0001;702;299;42.59;403;57.41;1;0.14;0.25;6;0.85;1.49;396;56.41;98.26;13;F;MOREL;Véronique;DIV;1;0.14;0.25;84024;43.772592,5.5166830000000004;Mairie - salle des cérémonies;Rue de la poste;84240;Cabrières-d'Aigues;Mairie - salle des cérémonies -  Cabrières-d'Aigues
84;Vaucluse;05;5ème circonscription;118;Saint-Saturnin-lès-Apt;0003;798;316;39.6;482;60.4;6;0.75;1.24;0;0.0;0.0;476;59.65;98.76;2;M;AUBERT;Julien;LR;145;18.17;30.46;84118;43.942466,5.382236;Local activités gymniques;Avenue Jean Geoffroy;84490;Saint-Saturnin-lès-Apt;Local activités gymniques -  Saint-Saturnin-lès-Apt
84;Vaucluse;05;5ème circonscription;031;Carpentras;0009;1027;556;54.14;471;45.86;9;0.88;1.9100000000000001;5;0.49;1.06;457;44.5;97.03;11;M;VIARD;Jean;REM;103;10.03;22.54;84031;44.058273,5.046041;Ecole Primaire La Roseraie;Rue Fleurie;84200;Carpentras;Ecole Primaire La Roseraie -  Carpentras
84;Vaucluse;05;5ème circonscription;122;Sarrians;0003;938;476;50.75;462;49.25;16;1.71;3.46;5;0.53;1.08;441;47.01;95.45;4;F;KRAFT;Sandrine;DVD;5;0.53;1.13;84122;44.08009,4.976618;Salle des Fêtes frédéric Mistral;178,Avenue de la Camargue;84260;Sarrians;Salle des Fêtes frédéric Mistral -  Sarrians
84;Vaucluse;05;5ème circonscription;003;Apt;0002;826;452;54.72;374;45.28;6;0.73;1.6;1;0.12;0.27;367;44.43;98.13;5;M;LECELLIER;Cédric;DVG;2;0.24;0.54;84003;43.875999,5.394814;Salle des fêtes- Entrée no2 a droite;Place Gabriel Péri;84400;Apt;Salle des fêtes- Entrée no2 a droite -  Apt
84;Vaucluse;05;5ème circonscription;067;Loriol-du-Comtat;0002;935;482;51.55;453;48.45;9;0.96;1.99;6;0.64;1.32;438;46.84;96.69;5;M;LECELLIER;Cédric;DVG;2;0.21;0.46;84067;44.07664,5.001173;Salle des fêtes;Le Village;84870;Loriol-du-Comtat;Salle des fêtes -  Loriol-du-Comtat
84;Vaucluse;05;5ème circonscription;003;Apt;0001;930;518;55.7;412;44.3;10;1.08;2.43;4;0.43;0.97;398;42.8;96.6;12;F;FOREST;Nathalie;DLF;5;0.54;1.26;84003;43.875999,5.394814;Salle des fêtes- Entrée no1 a gauche;Place Gabriel Péri;84400;Apt;Salle des fêtes- Entrée no1 a gauche -  Apt
84;Vaucluse;05;5ème circonscription;089;Pertuis;0016;915;457;49.95;458;50.05;16;1.75;3.49;1;0.11;0.22;441;48.2;96.29;1;M;CHALENÇON;Christophe;DVD;5;0.55;1.13;84089;43.695607,5.495982;Ecole Primaire Henri Crevat;Boulevard Jean Guigues;84120;Pertuis;Ecole Primaire Henri Crevat -  Pertuis
84;Vaucluse;05;5ème circonscription;003;Apt;0005;771;510;66.15;261;33.85;7;0.91;2.68;2;0.26;0.77;252;32.68;96.55;1;M;CHALENÇON;Christophe;DVD;0;0.0;0.0;84003;43.874984,5.395975;Ecole maternelle La Ruche- Salle de Jeux - entrée droite;Rue Gambetta;84400;Apt;Ecole maternelle La Ruche- Salle de Jeux - entrée droite -  Apt
84;Vaucluse;05;5ème circonscription;122;Sarrians;0003;938;476;50.75;462;49.25;16;1.71;3.46;5;0.53;1.08;441;47.01;95.45;9;F;DAURES;Anne;ECO;5;0.53;1.13;84122;44.08009,4.976618;Salle des Fêtes frédéric Mistral;178,Avenue de la Camargue;84260;Sarrians;Salle des Fêtes frédéric Mistral -  Sarrians
84;Vaucluse;05;5ème circonscription;050;Gordes;0003;540;242;44.81;298;55.19;8;1.48;2.68;2;0.37;0.67;288;53.33;96.64;3;F;THOMAS DE MALEVILLE;Marie;FN;54;10.0;18.75;84050;43.914544,5.20089;Ecole Elémentaire Les Amandiers;Route de Murs;84220;Gordes;Ecole Elémentaire Les Amandiers -  Gordes
84;Vaucluse;05;5ème circonscription;114;Saint-Pantaléon;0001;144;66;45.83;78;54.17;2;1.3900000000000001;2.56;0;0.0;0.0;76;52.78;97.44;6;M;PIERINI;Lucien;EXG;4;2.7800000000000002;5.26;84114;43.881654,5.198158;Salle de la mairie;Place de la mairie;84220;Saint-Pantaléon;Salle de la mairie -  Saint-Pantaléon
84;Vaucluse;05;5ème circonscription;051;Goult;0001;933;371;39.76;562;60.24;16;1.71;2.85;3;0.32;0.53;543;58.2;96.62;9;F;DAURES;Anne;ECO;2;0.21;0.37;84051;43.862024,5.246074;Mairie;31 ,Place Jean Moulin;84220;Goult;Mairie -  Goult
84;Vaucluse;05;5ème circonscription;112;Saint-Martin-de-Castillon;0001;611;282;46.15;329;53.85;4;0.65;1.22;3;0.49;0.91;322;52.7;97.87;1;M;CHALENÇON;Christophe;DVD;2;0.33;0.62;84112;43.859361,5.51052;Mairie;Place de la poste;84750;Saint-Martin-de-Castillon;Mairie -  Saint-Martin-de-Castillon
84;Vaucluse;05;5ème circonscription;018;Blauvac;0001;404;163;40.35;241;59.65;5;1.24;2.07;6;1.49;2.49;230;56.93;95.44;11;M;VIARD;Jean;REM;78;19.31;33.91;84018;44.040518,5.214909;Mairie;9 Quartier Sain Estève;84570;Blauvac;Mairie -  Blauvac
84;Vaucluse;05;5ème circonscription;031;Carpentras;0002;846;475;56.15;371;43.85;5;0.59;1.35;3;0.35000000000000003;0.81;363;42.91;97.84;13;F;MOREL;Véronique;DIV;1;0.12;0.28;84031;44.056646,5.051192;"Ecole Nord Mixte ""A""";Boulevard Alfred Rogier;84200;Carpentras;"Ecole Nord Mixte ""A"" -  Carpentras"
84;Vaucluse;05;5ème circonscription;031;Carpentras;0009;1027;556;54.14;471;45.86;9;0.88;1.9100000000000001;5;0.49;1.06;457;44.5;97.03;9;F;DAURES;Anne;ECO;8;0.78;1.75;84031;44.058273,5.046041;Ecole Primaire La Roseraie;Rue Fleurie;84200;Carpentras;Ecole Primaire La Roseraie -  Carpentras
84;Vaucluse;05;5ème circonscription;050;Gordes;0002;661;246;37.22;415;62.78;7;1.06;1.69;2;0.30000000000000004;0.48;406;61.42;97.83;12;F;FOREST;Nathalie;DLF;7;1.06;1.72;84050;43.886911,5.169458;"Ecole maternelle ""la Borie""";Les Imberts;84220;Gordes;"Ecole maternelle ""la Borie"" -  Gordes"
84;Vaucluse;05;5ème circonscription;089;Pertuis;0004;785;397;50.57;388;49.43;2;0.25;0.52;1;0.13;0.26;385;49.04;99.23;8;M;CHOTARD;Stéphane;FI;37;4.71;9.61;84089;43.695607,5.495982;Ecole Primaire Henri Crevat;Boulevard Jean Guigues;84120;Pertuis;Ecole Primaire Henri Crevat -  Pertuis
